steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
35,1,0.03400000000000002,35,0.03400000000000002,34.0,34.0
69,2,0.06700000000000005,34,0.03300000000000002,67.0,34.0
101,3,0.09800000000000007,32,0.03100000000000002,98.0,34.0
196,4,0.19200000000000014,95,0.09400000000000007,192.0,94.0
225,5,0.22000000000000017,29,0.028000000000000018,220.0,94.0
266,6,0.2600000000000002,41,0.04000000000000003,260.0,94.0
299,7,0.2920000000000002,33,0.03200000000000002,292.0,94.0
340,8,0.33200000000000024,41,0.04000000000000003,332.0,94.0
503,9,0.4940000000000004,163,0.16200000000000012,494.0,162.0
548,10,0.5380000000000004,45,0.04400000000000003,538.0,162.0
708,12,0.6960000000000005,69,0.06800000000000005,696.0,162.0
977,14,0.9630000000000007,178,0.17700000000000013,963.0,177.0
2318,17,2.3009999999998576,212,0.21100000000000016,2301.0,595.0
2959,20,2.9389999999997873,198,0.19700000000000015,2939.0,595.0
4135,25,4.109999999999707,174,0.17300000000000013,4110.0,595.0
5244,30,5.214000000000076,306,0.3050000000000002,5214.0,595.0
6859,40,6.819000000000612,64,0.06300000000000004,6819.0,595.0
9374,50,9.324000000000272,203,0.20200000000000015,9324.0,595.0
12136,60,12.075999999998746,167,0.16600000000000012,12076.0,595.0
14866,70,14.795999999997239,271,0.2700000000000002,14796.0,595.0
17680,80,17.599999999998527,424,0.4230000000000003,17600.0,595.0
21124,90,21.034000000002724,381,0.3800000000000003,21034.0,699.0
27048,100,26.950000000009954,1001,1.0010000000000006,26950.0,1001.0
32408,120,32.291000000015444,1001,1.0010000000000006,32291.0,1001.0
41847,140,41.71499999999348,1001,1.0010000000000006,41715.0,1001.0
53133,170,52.971999999967245,940,0.9390000000000007,52972.0,1001.0
68993,200,68.8099999999645,1001,1.0010000000000006,68810.0,1001.0
87120,250,86.89300000005085,50,0.04900000000000004,86893.0,1001.0
115111,300,114.84500000018431,921,0.9200000000000007,114845.0,1001.0
152482,400,152.1210000003623,471,0.47000000000000036,152121.0,1001.0
185252,500,184.7930000005183,60,0.059000000000000045,184793.0,1001.0
219407,600,218.8480000006809,181,0.18000000000000013,218848.0,1001.0
233677,700,233.01800000074857,56,0.05500000000000004,233018.0,1001.0
246855,800,246.09600000081102,351,0.35000000000000026,246096.0,1001.0
273783,900,272.92500000045806,626,0.6250000000000004,272925.0,1001.0
310603,1000,309.6519999995896,512,0.5110000000000003,309652.0,1001.0
