steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,0.9900000000000007,34,0.9900000000000007,33.0,33.0
68,2,1.9800000000000015,34,0.9900000000000007,66.0,33.0
98,3,2.849999999999996,30,0.8700000000000006,95.0,33.0
159,4,4.649999999999994,61,1.8000000000000014,155.0,60.0
199,5,5.820000000000004,40,1.1700000000000008,194.0,60.0
233,6,6.810000000000012,34,0.9900000000000007,227.0,60.0
262,7,7.650000000000019,29,0.8400000000000005,255.0,60.0
297,8,8.670000000000007,35,1.0200000000000007,289.0,60.0
332,9,9.689999999999985,35,1.0200000000000007,323.0,60.0
382,10,11.159999999999954,50,1.470000000000001,372.0,60.0
711,12,20.970000000000038,231,6.900000000000013,699.0,230.0
777,14,22.89000000000011,38,1.1100000000000008,763.0,230.0
1505,17,44.64000000000093,263,7.860000000000021,1488.0,266.0
2629,20,78.2700000000022,324,9.689999999999985,2609.0,500.0
3460,25,103.05000000000314,175,5.219999999999999,3435.0,500.0
4408,30,131.3400000000042,219,6.54000000000001,4378.0,500.0
9810,40,293.1599999999751,367,10.979999999999958,9772.0,1001.0
12852,50,384.1199999998924,301,9.0,12804.0,1001.0
16493,60,493.04999999979333,495,14.819999999999876,16435.0,1001.0
20969,70,627.0299999996715,272,8.130000000000019,20901.0,1001.0
23845,80,713.0099999995933,146,4.349999999999992,23767.0,1001.0
27101,90,810.3899999995048,402,12.029999999999935,27013.0,1001.0
32902,100,984.2399999993467,1001,30.03000000000038,32808.0,1001.0
46221,120,1383.4499999989837,909,27.240000000000276,46115.0,1001.0
57651,140,1725.8399999986723,300,8.97,57528.0,1001.0
75742,170,2267.9399999998463,717,21.480000000000057,75598.0,1001.0
95241,200,2852.2200000037433,374,11.189999999999953,95074.0,1001.0
114400,250,3425.6100000075676,128,3.80999999999999,114187.0,1001.0
142802,300,4276.5000000105065,1001,30.03000000000038,142550.0,1001.0
214177,400,6415.799999992347,502,15.029999999999871,213860.0,1001.0
274441,500,8221.739999977919,637,19.079999999999966,274058.0,1001.0
331408,600,9928.440000015173,918,27.510000000000286,330948.0,1001.0
374717,700,11225.160000043477,693,20.76000000000003,374172.0,1001.0
424045,800,12702.630000075727,200,5.970000000000005,423421.0,1001.0
464351,900,13909.290000102066,1001,30.03000000000038,463643.0,1001.0
