steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
63,2,61.0,31,30.0,61.0,31.0
92,3,89.0,29,28.0,89.0,31.0
122,4,118.0,30,29.0,118.0,31.0
153,5,148.0,31,30.0,148.0,31.0
183,6,177.0,30,29.0,177.0,31.0
214,7,207.0,31,30.0,207.0,31.0
246,8,238.0,32,31.0,238.0,31.0
279,9,270.0,33,32.0,270.0,32.0
310,10,300.0,31,30.0,300.0,32.0
377,12,365.0,33,32.0,365.0,33.0
442,14,428.0,31,30.0,428.0,33.0
538,17,521.0,31,30.0,521.0,33.0
640,20,620.0,32,31.0,620.0,36.0
825,25,800.0,46,45.0,800.0,45.0
1262,30,1232.0,64,63.0,1232.0,155.0
2379,40,2339.0,127,126.0,2339.0,173.0
4310,50,4260.0,360,359.0,4260.0,359.0
6897,60,6837.0,249,248.0,6837.0,490.0
9169,70,9099.0,225,224.0,9099.0,490.0
12487,80,12407.0,197,196.0,12407.0,973.0
15113,90,15023.0,351,350.0,15023.0,973.0
21047,100,20947.0,671,670.0,20947.0,973.0
29186,120,29067.0,645,644.0,29067.0,1001.0
47599,140,47476.0,983,982.0,47476.0,1001.0
71641,170,71506.0,1001,1001.0,71506.0,1001.0
92967,200,92817.0,135,134.0,92817.0,1001.0
126385,250,126209.0,1001,1001.0,126209.0,1001.0
160581,300,160369.0,274,273.0,160369.0,1001.0
208211,400,207917.0,1001,1001.0,207917.0,1001.0
264457,500,264091.0,1001,1001.0,264091.0,1001.0
334617,600,334180.0,541,540.0,334180.0,1001.0
403748,700,403257.0,188,187.0,403257.0,1001.0
475385,800,474845.0,1001,1001.0,474845.0,1001.0
542579,900,541994.0,255,254.0,541994.0,1001.0
590173,1000,589515.0,268,267.0,589515.0,1001.0
