steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
32,1,-0.004062499999999999,32,-0.004062499999999999,1,0
64,2,-0.008750000000000003,32,-0.0046875,2,0
96,3,-0.013750000000000007,32,-0.005,3,0
128,4,-0.01875000000000001,32,-0.005,4,0
160,5,-0.022500000000000013,32,-0.0037499999999999994,5,0
192,6,-0.028125000000000018,32,-0.005625000000000001,6,0
224,7,-0.03312500000000002,32,-0.005,7,0
256,8,-0.03812500000000003,32,-0.005,8,0
288,9,0.26097470697423936,32,0.2990997069742394,9,0
320,10,-0.4477395709456808,32,-0.7087142779199203,10,0
384,12,-0.4574270709456806,32,-0.005,12,0
448,14,-0.4699270709456803,32,-0.006250000000000001,14,0
544,17,-0.48555207094568,32,-0.005625000000000001,17,0
640,20,-0.36310924896819535,32,-0.006875000000000002,20,0
800,25,-0.40036186746469393,32,-0.0053125,25,0
960,30,-3.308418310170829,32,-1.7815289479537813,30,0
1280,40,-4.768041082283371,32,-0.005937500000000001,40,0
1600,50,-4.819291082283325,32,-0.0046875,50,0
1920,60,-4.871478582283277,32,-0.0053125,60,0
2240,70,-4.928041082283226,32,-0.0065625000000000015,70,0
2560,80,-4.97835358228318,32,-0.006250000000000001,80,0
2880,90,-5.029916082283133,32,-0.0046875,89,0
3200,100,-5.081791082283086,32,-0.005937500000000001,98,0
3840,120,-5.177103582282999,32,-0.0053125,118,0
4480,140,-5.279916082282906,32,-0.0043749999999999995,138,0
5440,170,-5.425853582282773,32,-0.006250000000000001,167,0
6400,200,-5.575541082282637,32,-0.006250000000000001,197,0
8000,250,-7.801482663330851,32,-0.005625000000000001,246,0
9600,300,-8.05585766333062,32,-0.007187500000000002,294,0
12800,400,-8.58367016333014,32,-0.0043749999999999995,393,0
16000,500,-9.120545163329652,32,-0.0046875,490,0
19200,600,-9.436992800154412,32,-0.005625000000000001,587,0
22400,700,-9.863242800154024,32,-0.0009375,683,0
25600,800,-14.096458593195921,32,-0.004062499999999999,782,0
28800,900,-14.670521093195399,32,-0.006250000000000001,877,0
32000,1000,-17.592291757892106,32,-0.005937500000000001,974,0
38400,1200,-18.831682719573028,32,-0.0034374999999999996,1166,0
44800,1400,-19.67668271957226,32,-0.004062499999999999,1360,0
54400,1700,-25.085234993986223,32,-0.0046875,1654,0
64000,2000,-27.53600685905336,32,-0.0043749999999999995,1949,0
80000,2500,-30.1371736927036,32,-0.005937500000000001,2436,0
96000,3000,-8.383333877819288,32,-0.8312587214424502,2926,0
128000,4000,-23.024922474267154,32,-0.006875000000000002,3893,0
160000,5000,-21.331844179051064,32,-0.005,4873,0
192000,6000,4.573845804316749,32,0.012128581604121128,5838,0
224000,7000,-19.134483879830324,32,-0.0046875,6803,0
256000,8000,-42.424281557700354,32,-0.0046875,7786,0
288000,9000,-57.38970810758221,32,-0.0043749999999999995,8774,0
320000,10000,-57.46931036313546,32,-0.6556418467671341,9751,0
