steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,14.702552027460488,33,14.702552027460488,32.0,32.0
65,2,-21.306393075272013,32,-36.00894510273252,63.0,32.0
96,3,24.67848061865307,31,45.984873693925074,93.0,32.0
127,4,-1.1658107713328922,31,-25.844291389985962,123.0,32.0
160,5,34.769123640954184,33,35.93493441228707,155.0,32.0
188,6,181.8401787675876,28,147.0710551266334,182.0,32.0
217,7,209.18568593140438,29,27.345507163816787,210.0,32.0
248,8,281.19919192961333,31,72.0135059982089,240.0,32.0
277,9,282.0216797334334,29,0.8224878038201036,268.0,32.0
307,10,349.19206833230476,30,67.17038859887143,297.0,32.0
369,12,458.92135116979796,32,114.33407116820185,357.0,32.0
428,14,553.1048412463373,30,88.09935259882812,414.0,32.0
517,17,634.7547990743686,29,-16.669564550988152,500.0,32.0
638,20,973.749415802694,37,74.01366153937347,618.0,46.0
808,25,1229.6558497362757,31,91.44784184229016,783.0,46.0
958,30,1106.8637684373832,30,-96.13789379434297,928.0,46.0
1282,40,1579.3101056294145,38,97.49295939545,1242.0,46.0
1738,50,2101.3659080067127,39,111.39365450372088,1688.0,118.0
2123,60,2737.7524736379914,30,46.90188363228777,2063.0,118.0
2515,70,3250.5487285411386,40,89.41064124625082,2445.0,118.0
3547,80,3466.43827604046,109,-148.4098692224419,3467.0,173.0
5012,90,4987.938448842331,186,16.005050700228434,4922.0,278.0
9613,100,9945.91044710079,620,611.26002491659,9513.0,892.0
21071,120,22092.45183337498,494,484.82164337112516,20956.0,1001.0
28081,140,29196.588257644722,294,139.14317571268325,27946.0,1001.0
35141,170,36836.52910507348,218,173.87420117824547,34976.0,1001.0
43036,200,45566.34134279327,424,548.5128885454383,42841.0,1001.0
75618,250,76397.69061966278,1001,962.6884185186777,75388.0,1001.0
111703,300,114099.73594792586,403,828.7447124315702,111445.0,1001.0
183874,400,181986.41416086402,1001,882.4071787450936,183570.0,1001.0
233644,500,231567.55610962588,858,748.0154585581432,233257.0,1001.0
281134,600,279945.95217396435,674,362.8481443723517,280650.0,1001.0
333544,700,331657.3991963849,720,1294.7648096160233,332968.0,1001.0
391881,800,390076.0732630882,1001,898.1876480436827,391230.0,1001.0
443377,900,440082.6706983904,616,547.1381045626844,442645.0,1001.0
475797,1000,469556.9975439111,208,315.60612283269967,474965.0,1001.0
