steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.0,1,0.0,1.0
2,2,0.0,1,0.0,2.0
3,3,0.0,1,0.0,3.0
4,4,0.0,1,0.0,4.0
5,5,0.0,1,0.0,5.0
6,6,0.0,1,0.0,6.0
7,7,0.0,1,0.0,7.0
8,8,0.0,1,0.0,8.0
9,9,0.0,1,0.0,9.0
10,10,0.0,1,0.0,10.0
12,12,27.0,1,0.0,11.1
14,14,45.0,1,18.000000000000004,12.5
17,17,54.0,1,9.000000000000002,15.2
20,20,54.0,1,0.0,18.2
25,25,54.0,1,0.0,23.2
30,30,60.0,1,0.0,28.0
40,40,81.0,1,12.0,37.300000000000004
50,50,81.0,1,0.0,47.300000000000004
60,60,105.0,1,0.0,56.50000000000001
70,70,129.0,1,0.0,65.70000000000002
80,80,129.0,1,0.0,75.70000000000002
90,90,129.0,1,0.0,85.70000000000002
100,100,156.0,1,0.0,94.80000000000001
120,120,597.0,1,24.0,100.10000000000007
140,140,1065.0,1,12.0,104.50000000000011
170,170,1785.0,1,24.0,110.5000000000002
200,200,2505.0,1,24.0,116.50000000000028
250,250,3693.0,1,24.0,126.90000000000043
300,300,4857.0,1,24.0,138.1
400,400,7146.0,1,24.0,161.79999999999893
500,500,9501.0,1,12.0,183.29999999999785
600,600,11814.0,1,24.0,206.19999999999683
700,700,14202.0,1,27.0,226.59999999999573
800,800,16815.0,1,27.0,239.4999999999952
900,900,19491.0,1,27.0,250.29999999999464
1000,1000,22143.0,1,27.0,261.89999999999543
1200,1200,27879.0,1,30.0,270.69999999999646
1400,1400,33684.0,1,30.0,277.1999999999966
1700,1700,42498.0,1,30.0,283.3999999999966
2000,2000,51318.0,1,30.0,289.3999999999967
2500,2500,65922.0,1,30.0,302.59999999999667
3000,3000,80424.0,1,30.0,319.19999999999663
4000,4000,109662.0,1,30.0,344.59999999999684
5000,5000,138852.0,1,30.0,371.5999999999968
6000,6000,168186.0,1,30.0,393.79999999999677
7000,7000,197625.0,1,30.0,412.4999999999968
8000,8000,226779.0,1,30.0,440.6999999999967
9000,9000,255897.0,1,30.0,470.09999999999656
10000,10000,284883.0,1,30.0,503.8999999999966
