steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.7841026031015449,1,0.7841026031015449,1.0
2,2,1.3106325315895817,1,0.5265299284880369,2.0
3,3,2.1140717172727577,1,0.8034391856831761,3.0
4,4,1.5288854745373577,1,-0.5851862427354001,4.0
5,5,2.4897270477696383,1,0.9608415732322804,5.0
6,6,1.883925984674741,1,-0.6058010630948975,6.0
7,7,3.0312368161607486,1,1.1473108314860079,7.0
8,8,3.922872630167115,1,0.8916358140063663,8.0
9,9,4.4240194131363335,1,0.5011467829692188,9.0
10,10,2.9302499363589005,1,-1.493769476777433,10.0
12,12,7.236683091155435,1,1.7194256079770627,11.1
14,14,9.03446274451529,1,0.9204321441758859,12.5
17,17,13.1346866332966,1,1.1617501571246795,15.2
20,20,13.754162924072014,1,1.0547689263124747,18.2
25,25,14.505593484534032,1,0.7951643653596999,23.2
30,30,12.179499806844193,1,-0.24506247446821877,28.0
40,40,9.957276885397915,1,-0.962814183927379,37.300000000000004
50,50,9.960592340167072,1,-0.16558904814569458,47.300000000000004
60,60,8.359427550403943,1,-1.19201887636265,56.50000000000001
70,70,7.764948708134369,1,-0.18819814186397732,65.70000000000002
80,80,10.070453114102175,1,1.094510673791597,75.70000000000002
90,90,9.478068667445077,1,-1.1186559702435959,85.70000000000002
100,100,7.5475258060581485,1,0.991605083326808,94.80000000000001
120,120,22.494227240413867,1,0.46458958619319685,100.10000000000007
140,140,36.63498044695415,1,2.7293811493337867,104.50000000000011
170,170,67.55788751609836,1,1.680732180549351,110.5000000000002
200,200,94.0428726907886,1,2.127572316739598,116.50000000000028
250,250,144.92319746580523,1,0.34707355312105836,124.70000000000016
300,300,180.64972499767057,1,1.38570310347579,142.49999999999991
400,400,258.4284969168877,1,0.6528644751763759,163.89999999999898
500,500,352.74788100321615,1,1.7826647382458032,185.2999999999979
600,600,443.04275320513875,1,0.9754734346184339,199.79999999999737
700,700,526.7971246004022,1,0.20074650663823757,203.5999999999972
800,800,624.1465966784752,1,1.4866000747328134,215.29999999999706
900,900,725.5591512218107,1,-0.17557663413549474,219.69999999999686
1000,1000,831.8228391810106,1,0.9187154957154545,221.49999999999687
1200,1200,1030.950296253335,1,0.1808564676958221,226.19999999999683
1400,1400,1207.736373337512,1,0.7523022837531468,237.09999999999656
1700,1700,1487.4043905033527,1,-0.3300008595119843,250.19999999999615
2000,2000,1791.5776829903384,1,2.051133182089014,257.19999999999607
2500,2500,2260.307072929735,1,1.830641102128404,276.7999999999957
3000,3000,2726.655894136901,1,0.6746050189025414,309.5999999999966
4000,4000,3698.1291950392338,1,2.9034333236218286,379.4000000000057
5000,5000,4598.215101935746,1,1.6129031777242284,447.60000000001156
6000,6000,5508.437560176428,1,-0.363213186739358,490.6000000000123
7000,7000,6415.461863011264,1,0.6988134391077153,530.9000000000173
8000,8000,7334.3895274428705,1,-1.2102452963414247,602.7000000000273
9000,9000,8334.18458650716,1,0.48188467449441386,634.5000000000276
10000,10000,9263.372617566101,1,1.9837042827654154,672.8000000000285
