steps,episode,total_return,episode_len,episode_return,total_regret
20,1,0.0,20,0.0,0.0
40,2,-2.0,20,-2.0,2.0
60,3,-6.0,20,-4.0,2.0
80,4,-2.0,20,4.0,2.0
100,5,-4.0,20,-2.0,4.0
120,6,-4.0,20,0.0,4.0
140,7,0.0,20,4.0,4.0
160,8,-8.0,20,-8.0,6.0
180,9,-8.0,20,0.0,6.0
200,10,-2.0,20,6.0,6.0
240,12,-4.0,20,-4.0,6.0
280,14,2.0,20,4.0,10.0
340,17,16.0,20,0.0,10.0
400,20,14.0,20,-2.0,16.0
500,25,14.0,20,0.0,24.0
600,30,-2.0,20,0.0,32.0
800,40,0.0,20,-2.0,42.0
1000,50,-4.0,20,-6.0,46.0
1200,60,-28.0,20,2.0,60.0
1400,70,-16.0,20,-8.0,68.0
1600,80,-22.0,20,12.0,74.0
1800,90,-32.0,20,2.0,84.0
2000,100,-46.0,20,-2.0,98.0
2400,120,-22.0,20,4.0,114.0
2800,140,-22.0,20,12.0,136.0
3400,170,-32.0,20,0.0,174.0
4000,200,-14.0,20,4.0,208.0
5000,250,-54.0,20,0.0,260.0
6000,300,-92.0,20,-8.0,312.0
8000,400,-144.0,20,0.0,410.0
10000,500,-170.0,20,4.0,508.0
12000,600,-136.0,20,4.0,594.0
14000,700,-140.0,20,0.0,704.0
16000,800,-88.0,20,-8.0,792.0
18000,900,-34.0,20,-2.0,860.0
20000,1000,18.0,20,4.0,924.0
24000,1200,30.0,20,-6.0,1024.0
28000,1400,206.0,20,4.0,1126.0
34000,1700,406.0,20,6.0,1280.0
40000,2000,502.0,20,4.0,1390.0
50000,2500,932.0,20,2.0,1566.0
60000,3000,1290.0,20,-2.0,1722.0
80000,4000,2158.0,20,4.0,2156.0
100000,5000,3050.0,20,-2.0,2556.0
120000,6000,3646.0,20,-2.0,2942.0
140000,7000,4302.0,20,4.0,3406.0
160000,8000,4824.0,20,8.0,4060.0
180000,9000,5522.0,20,4.0,4596.0
200000,10000,6056.0,20,0.0,5088.0
