steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-2.0,20,-2.0,2.0
40,2,-4.0,20,-2.0,2.0
60,3,-4.0,20,0.0,2.0
80,4,-4.0,20,0.0,2.0
100,5,-4.0,20,0.0,4.0
120,6,-2.0,20,2.0,4.0
140,7,-6.0,20,-4.0,6.0
160,8,2.0,20,8.0,6.0
180,9,8.0,20,6.0,8.0
200,10,-2.0,20,-10.0,10.0
240,12,-6.0,20,-2.0,14.0
280,14,-10.0,20,-2.0,16.0
340,17,4.0,20,2.0,18.0
400,20,2.0,20,-4.0,18.0
500,25,-8.0,20,2.0,24.0
600,30,-14.0,20,-4.0,32.0
800,40,-22.0,20,2.0,42.0
1000,50,-24.0,20,-4.0,50.0
1200,60,-20.0,20,-2.0,62.0
1400,70,-32.0,20,6.0,74.0
1600,80,-24.0,20,2.0,84.0
1800,90,12.0,20,2.0,90.0
2000,100,12.0,20,-2.0,100.0
2400,120,32.0,20,2.0,112.0
2800,140,20.0,20,6.0,134.0
3400,170,32.0,20,-6.0,166.0
4000,200,30.0,20,-6.0,188.0
5000,250,42.0,20,4.0,234.0
6000,300,98.0,20,-8.0,276.0
8000,400,114.0,20,2.0,378.0
10000,500,82.0,20,4.0,470.0
12000,600,78.0,20,2.0,570.0
14000,700,152.0,20,8.0,666.0
16000,800,118.0,20,0.0,758.0
18000,900,170.0,20,-2.0,858.0
20000,1000,32.0,20,0.0,964.0
24000,1200,22.0,20,6.0,1130.0
28000,1400,58.0,20,2.0,1370.0
34000,1700,6.0,20,-2.0,1676.0
40000,2000,174.0,20,2.0,1944.0
50000,2500,240.0,20,-4.0,2434.0
60000,3000,258.0,20,0.0,2944.0
80000,4000,264.0,20,-10.0,3916.0
100000,5000,218.0,20,8.0,4910.0
120000,6000,434.0,20,-4.0,5886.0
140000,7000,276.0,20,2.0,6862.0
160000,8000,472.0,20,-4.0,7760.0
180000,9000,522.0,20,-6.0,8690.0
200000,10000,804.0,20,-8.0,9582.0
