steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
42,1,-0.0045238095238095246,42,-0.0045238095238095246,1,0
84,2,-0.009761904761904763,42,-0.005238095238095238,2,0
126,3,-0.014761904761904775,42,-0.005,3,0
168,4,-0.01904761904761907,42,-0.004285714285714287,4,0
210,5,-0.023571428571428604,42,-0.0045238095238095246,5,0
252,6,-0.02761904761904766,42,-0.004047619047619049,6,0
294,7,-0.03309523809523815,42,-0.005476190476190476,7,0
336,8,-0.03666666666666673,42,-0.0035714285714285726,8,0
378,9,-0.11066138103934384,42,-0.0739947143726771,9,0
420,10,-0.1163756667536294,42,-0.005714285714285713,10,0
504,12,0.5439639886347177,42,0.6660539411026326,12,0
588,14,0.5339639886347168,42,-0.005238095238095238,14,0
714,17,-0.39006432313588846,42,-0.9128378355801277,17,0
840,20,-3.613821003774491,42,-3.2120900139719346,20,0
1050,25,-4.364318894481041,42,-0.004761904761904762,25,0
1260,30,-4.513713462518004,42,-0.13368028232268475,30,0
1680,40,-4.565380129184652,42,-0.005952380952380951,40,0
2100,50,-4.617284891089394,42,-0.006190476190476189,49,0
2520,60,-4.67538012918461,42,-0.006190476190476189,55,0
2940,70,-4.732284891089351,42,-0.005476190476190476,62,0
3360,80,-4.784189652994093,42,-0.005238095238095238,72,0
3780,90,-4.839189652994072,42,-0.004761904761904762,81,0
4200,100,-4.887999176803578,42,-0.004285714285714287,91,0
5040,120,-4.986332510136874,42,-0.006190476190476189,110,0
5880,140,-5.081808700613029,42,-0.005,130,0
7140,170,-4.717856159150886,42,-0.0045238095238095246,159,0
8400,200,-3.4173430616220224,42,-0.0045238095238095246,188,0
10500,250,-5.4962993860594755,42,0.3847946007101151,236,0
12600,300,-4.887384316519376,42,-1.0689790217300543,286,0
16800,400,-11.62198703134726,42,-0.004047619047619049,385,0
21000,500,-7.598020317281973,42,-0.004285714285714287,484,0
25200,600,-2.154291412232854,42,1.0744972659882384,581,0
29400,700,3.8608762865819046,42,-2.592523887363222,678,0
33600,800,-3.0127999985765714,42,-0.0045238095238095246,777,0
37800,900,-13.331055352316978,42,-0.005476190476190476,877,0
42000,1000,-23.499459061482067,42,-0.006904761904761902,974,0
50400,1200,-25.027728534498266,42,-0.004047619047619049,1170,0
58800,1400,-15.800681363040018,42,-0.24948162401990218,1365,0
71400,1700,8.566506063524098,42,0.9891149799340321,1661,0
84000,2000,30.469021931620315,42,0.5143103819118066,1954,0
105000,2500,22.18345809177897,42,-0.829108570698797,2450,0
126000,3000,49.39911249302233,42,1.0541617913110943,2937,0
168000,4000,53.664744716710956,42,-0.005238095238095238,3927,0
210000,5000,67.66915421898267,42,-0.7944526907734304,4910,0
252000,6000,62.135982074221836,42,0.5093907670587238,5891,0
294000,7000,74.6826235637861,42,-0.006428571428571427,6864,0
336000,8000,82.49400759766245,42,0.1328229910612589,7851,0
378000,9000,113.42253011514167,42,0.6182490318751546,8835,0
420000,10000,114.85529065028032,42,-0.005476190476190476,9825,0
