steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
16,1,-0.005,16,-0.005,1,0.0
32,2,-0.010625,16,-0.005625,2,0.0
48,3,-0.015625000000000003,16,-0.005,3,0.0
64,4,-0.02125000000000001,16,-0.005625,4,0.0
80,5,-0.02437500000000001,16,-0.003125,5,0.0
96,6,-0.028125000000000015,16,-0.0037500000000000003,6,0.0
112,7,-0.033125000000000016,16,-0.005,7,0.0
128,8,-0.7626832864553243,16,-0.7295582864553244,8,0.0
144,9,-1.4578909887078806,16,-0.6952077022525562,9,0.0
160,10,-1.4641409887078816,16,-0.0062499999999999995,10,0.0
192,12,-1.4747659887078832,16,-0.005625,12,0.0
224,14,-1.4853909887078849,16,-0.005625,14,0.0
272,17,-1.5016409887078874,16,-0.0062499999999999995,17,0.0
320,20,-1.5160159887078897,16,-0.0037500000000000003,20,0.0
400,25,-1.543515988707894,16,-0.005,25,0.0
480,30,-1.5722659887078985,16,-0.004375,30,0.0
640,40,-1.6153909887079052,16,-0.0062499999999999995,40,0.0
800,50,-1.6628909887079126,16,-0.0037500000000000003,50,0.0
960,60,-1.7053909887079193,16,-0.0037500000000000003,59,0.0
1120,70,-1.7510159887079264,16,-0.006874999999999999,69,0.0
1280,80,-0.26688933916345914,16,-0.005625,79,0.0
1440,90,-0.31813933916345805,16,-0.004375,89,0.0
1600,100,-0.3712643391634569,16,-0.006874999999999999,99,0.0
1920,120,-0.46876433916345484,16,-0.003125,119,0.0
2240,140,-4.640651726540677,16,-0.0037500000000000003,139,0.0
2720,170,-4.655932973783345,16,-0.0037500000000000003,169,0.0
3200,200,-4.792182973783414,16,-0.0037500000000000003,199,0.0
4000,250,-4.935201946369507,16,-0.005,247,0.0
4800,300,-5.179576946369632,16,-0.0062499999999999995,296,0.0
6400,400,-5.630201946369863,16,-0.0037500000000000003,394,0.0
8000,500,-6.808761969249379,16,-0.0025,490,0.0
9600,600,-6.326167274053738,16,-0.005,589,0.0
11200,700,-7.351144656801962,16,-0.007499999999999999,686,0.0
12800,800,-5.7406153678102525,16,-0.005625,779,0.0
14400,900,-6.875994800351405,16,1.5879115890640525,879,0.0
16000,1000,-9.823157474317625,16,-0.0037500000000000003,974,0.0
19200,1200,-4.2305057359174745,16,-0.4672059179554906,1167,0.0
22400,1400,-24.963444424266232,16,-0.005625,1356,0.0
27200,1700,-27.87481873300824,16,-0.004375,1650,0.0
32000,2000,-35.79379840639631,16,-0.005,1940,0.0
40000,2500,-40.84836445059492,16,-0.0037500000000000003,2426,0.0
48000,3000,-41.522864248548004,16,-0.0037500000000000003,2905,0.0
64000,4000,-59.232430996810834,16,-0.006874999999999999,3864,0.0
80000,5000,-69.87729911995325,16,-0.005625,4835,1.0
96000,6000,84.87396044879728,16,-0.006874999999999999,5284,150.0
112000,7000,338.775821669996,16,1.7542737529634327,5526,402.0
128000,8000,565.0054408505009,16,-0.11964528457134088,5755,641.0
144000,9000,804.5135677425764,16,-0.005,5963,876.0
160000,10000,1037.2856050247217,16,-0.008749999999999999,6160,1126.0
