steps,episode,total_return,episode_len,episode_return,total_regret
80,1,-8.0,80,-8.0,0.0
160,2,-10.0,80,-2.0,2.0
240,3,-12.0,80,-2.0,2.0
320,4,-10.0,80,2.0,2.0
400,5,-10.0,80,0.0,2.0
480,6,2.0,80,12.0,4.0
560,7,6.0,80,4.0,4.0
640,8,24.0,80,18.0,6.0
720,9,18.0,80,-6.0,8.0
800,10,40.0,80,22.0,10.0
960,12,48.0,80,8.0,10.0
1120,14,34.0,80,6.0,14.0
1360,17,42.0,80,8.0,18.0
1600,20,58.0,80,4.0,20.0
2000,25,70.0,80,2.0,22.0
2400,30,38.0,80,2.0,30.0
3200,40,54.0,80,8.0,40.0
4000,50,98.0,80,-4.0,48.0
4800,60,76.0,80,-12.0,58.0
5600,70,58.0,80,10.0,66.0
6400,80,84.0,80,-6.0,78.0
7200,90,106.0,80,-8.0,88.0
8000,100,110.0,80,0.0,98.0
9600,120,86.0,80,-6.0,122.0
11200,140,76.0,80,2.0,142.0
13600,170,28.0,80,-20.0,168.0
16000,200,20.0,80,4.0,206.0
20000,250,-18.0,80,4.0,262.0
24000,300,-130.0,80,0.0,302.0
32000,400,-128.0,80,-14.0,396.0
40000,500,-212.0,80,10.0,484.0
48000,600,-66.0,80,6.0,564.0
56000,700,-34.0,80,0.0,676.0
64000,800,-14.0,80,-2.0,790.0
72000,900,104.0,80,4.0,908.0
80000,1000,106.0,80,-2.0,986.0
96000,1200,230.0,80,-8.0,1170.0
112000,1400,288.0,80,6.0,1366.0
136000,1700,196.0,80,-2.0,1658.0
160000,2000,166.0,80,4.0,1944.0
200000,2500,140.0,80,10.0,2406.0
240000,3000,236.0,80,4.0,2896.0
320000,4000,156.0,80,-2.0,3874.0
400000,5000,138.0,80,10.0,4912.0
480000,6000,-4.0,80,8.0,5920.0
560000,7000,-66.0,80,-4.0,6952.0
640000,8000,-452.0,80,-22.0,8004.0
720000,9000,-136.0,80,4.0,9046.0
800000,10000,136.0,80,10.0,9928.0
