steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
20,1,-0.006000000000000002,20,-0.006000000000000002,1,0
40,2,-0.010500000000000006,20,-0.0045000000000000005,2,0
60,3,-0.01550000000000001,20,-0.005000000000000001,3,0
80,4,-0.020000000000000014,20,-0.0045000000000000005,4,0
100,5,-0.02600000000000002,20,-0.006000000000000002,5,0
120,6,-0.030000000000000023,20,-0.004,6,0
140,7,1.3764061816761626,20,1.4064061816761626,7,0
160,8,1.372906181676163,20,-0.0035,8,0
180,9,1.3699061816761633,20,-0.003,9,0
200,10,2.0660611428852658,20,0.6961549612091021,10,0
240,12,-0.05724144919266272,20,-1.3864164448583918,12,0
280,14,0.37369967916841046,20,-0.006000000000000002,14,0
340,17,2.8718102797425025,20,1.6203004652439537,17,0
400,20,1.636644368341696,20,0.4229586147193935,20,0
500,25,2.408430572337482,20,0.6688364944700118,25,0
600,30,7.185000129659479,20,0.7514671916603747,30,0
800,40,12.390682057495724,20,1.3998172677604466,39,0
1000,50,13.272484969782358,20,1.158105213717085,48,0
1200,60,13.132326901536235,20,0.5484516719385206,57,0
1400,70,9.746310328552479,20,-0.24497455520567582,66,0
1600,80,14.088530418011873,20,-0.11794385003827064,76,0
1800,90,12.016120537410364,20,1.9369009836907687,86,0
2000,100,6.277765216057681,20,-2.8848775112276557,96,0
2400,120,7.557678312999845,20,-0.6042439260499433,116,0
2800,140,7.346742429297788,20,0.6554669102494042,136,0
3400,170,6.3798705091293115,20,-0.9256312536652244,166,0
4000,200,5.254131894840949,20,-0.5555380397015227,196,0
5000,250,5.524367946699217,20,-0.0035,245,0
6000,300,1.0651690324491325,20,-0.8886590389472377,294,0
8000,400,-0.2721062946477316,20,-0.0045000000000000005,390,0
10000,500,-5.531580766692633,20,-0.0045000000000000005,489,0
12000,600,-7.420587142114077,20,-0.005000000000000001,585,0
14000,700,-7.493082558145162,20,-0.0045000000000000005,681,0
16000,800,-15.543701371498495,20,-0.0045000000000000005,773,0
18000,900,-20.064289447195428,20,-0.0045000000000000005,873,0
20000,1000,-19.653868161788644,20,-0.006500000000000002,965,0
24000,1200,-26.07129316743373,20,-0.005000000000000001,1149,0
28000,1400,-27.83135794181086,20,-0.006500000000000002,1329,0
34000,1700,-36.213808426114426,20,-0.006000000000000002,1597,0
40000,2000,-39.150022480812964,20,-0.0045000000000000005,1877,0
50000,2500,-47.79523846710108,20,-0.951979201616752,2350,0
60000,3000,-64.86178491212097,20,0.003953885726085063,2815,0
80000,4000,-85.36455775864226,20,-0.007000000000000003,3725,0
100000,5000,-43.196301509720435,20,1.4375189708425178,4641,0
120000,6000,-67.91584234045754,20,-0.006000000000000002,5561,0
140000,7000,-66.9654144405645,20,-0.004,6494,0
160000,8000,-72.72333080806347,20,-0.007000000000000003,7441,0
180000,9000,-83.74435378069809,20,-0.005500000000000001,8394,0
200000,10000,-98.60960782270669,20,-0.007000000000000003,9347,0
