steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
64,2,62.0,31,30.0,62.0,32.0
95,3,92.0,31,30.0,92.0,32.0
125,4,121.0,30,29.0,121.0,32.0
156,5,151.0,31,30.0,151.0,32.0
186,6,180.0,30,29.0,180.0,32.0
214,7,207.0,28,27.0,207.0,32.0
247,8,239.0,33,32.0,239.0,32.0
279,9,270.0,32,31.0,270.0,32.0
308,10,298.0,29,28.0,298.0,32.0
370,12,358.0,30,29.0,358.0,32.0
433,14,419.0,32,31.0,419.0,32.0
530,17,513.0,31,30.0,513.0,34.0
630,20,610.0,35,34.0,610.0,34.0
929,25,904.0,54,53.0,904.0,86.0
1272,30,1242.0,76,75.0,1242.0,108.0
2295,40,2255.0,145,144.0,2255.0,149.0
4200,50,4150.0,244,243.0,4150.0,248.0
6750,60,6690.0,254,253.0,6690.0,276.0
10026,70,9956.0,393,392.0,9956.0,392.0
13137,80,13057.0,312,311.0,13057.0,392.0
16698,90,16608.0,569,568.0,16608.0,568.0
20245,100,20145.0,215,214.0,20145.0,568.0
26237,120,26117.0,362,361.0,26117.0,568.0
37463,140,37323.0,608,607.0,37323.0,874.0
54205,170,54038.0,737,736.0,54038.0,1001.0
82401,200,82229.0,1001,1001.0,82229.0,1001.0
118881,250,118682.0,919,918.0,118682.0,1001.0
153142,300,152915.0,1001,1001.0,152915.0,1001.0
235171,400,234905.0,1001,1001.0,234905.0,1001.0
314366,500,314057.0,388,387.0,314057.0,1001.0
397454,600,397100.0,1001,1001.0,397100.0,1001.0
465584,700,465158.0,1001,1001.0,465158.0,1001.0
553998,800,553549.0,689,688.0,553549.0,1001.0
632855,900,632364.0,1001,1001.0,632364.0,1001.0
717722,1000,717191.0,1001,1001.0,717191.0,1001.0
