steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.45571014783268504,1,0.45571014783268504,0.19999999999999996
2,2,5.364847994114157,1,4.909137846281472,0.3999999999999999
3,3,6.742164980461393,1,1.377316986347235,0.5999999999999999
4,4,7.442789739456167,1,0.7006247589947745,0.7999999999999998
5,5,9.221211701770365,1,1.778421962314198,0.9999999999999998
6,6,10.126364227232106,1,0.9051525254617403,1.1999999999999997
7,7,9.563040129595416,1,-0.5633240976366889,1.3999999999999997
8,8,9.024581775043995,1,-0.5384583545514214,1.5999999999999996
9,9,13.759023398934042,1,4.7344416238900475,1.7999999999999996
10,10,16.055661463958522,1,2.2966380650244784,1.9999999999999996
12,12,12.541703423215651,1,1.5907399885622422,2.8999999999999995
14,14,14.214501085858934,1,3.5655896524790434,3.9999999999999996
17,17,21.11104018195578,1,-0.04586396173825191,4.3999999999999995
20,20,23.96467246522157,1,-1.3272910314124118,5.0
25,25,34.29234273888252,1,1.6179166184919729,6.000000000000001
30,30,34.869264617966564,1,-1.064347942312576,7.400000000000001
40,40,42.10481256751959,1,3.3412345070480054,9.799999999999999
50,50,38.48246199777134,1,-2.734936200616919,11.799999999999992
60,60,50.38802072653016,1,3.8295389844183774,13.899999999999986
70,70,51.8236628371309,1,-0.5967968509810433,15.99999999999998
80,80,63.03608897370578,1,-0.2235326761223122,17.999999999999975
90,90,68.00632402692901,1,2.5503033712386243,19.999999999999968
100,100,73.30982407521341,1,-4.320665178192506,23.199999999999964
120,120,100.41737740212506,1,1.0896602661645334,28.799999999999972
140,140,119.20026589219997,1,-0.43546677733437494,32.39999999999996
170,170,181.07945717650563,1,-3.351059745604693,38.09999999999991
200,200,221.83120946475793,1,4.010256947809162,47.099999999999824
250,250,244.98296631944248,1,8.34535737379123,59.999999999999716
300,300,322.17484352703485,1,1.7210113511967489,63.199999999999726
400,400,421.39165551496933,1,5.371177625879107,71.59999999999953
500,500,431.61052541912335,1,1.2964775159994815,101.09999999999935
600,600,543.0913099049367,1,2.0874427273970175,144.59999999999988
700,700,651.8627168442355,1,2.981169046397087,167.20000000000067
800,800,685.0073309250072,1,7.976596858260084,190.50000000000136
900,900,781.0721844501768,1,-1.4216682322549952,200.60000000000167
1000,1000,865.0110793056866,1,2.5866963425565817,208.1000000000016
1200,1200,960.0432467861859,1,-2.8891934470621217,230.70000000000215
1400,1400,1144.864045803682,1,-2.25486612581655,239.50000000000213
1700,1700,1546.6121374400295,1,-1.757830376951134,244.50000000000213
2000,2000,1781.6182288857517,1,3.5842323269073404,258.00000000000205
2500,2500,2274.4000914164913,1,3.029983003596165,272.20000000000226
3000,3000,2645.7992012451436,1,2.4724925885586515,290.90000000000225
4000,4000,3586.814847619973,1,2.6141260467776033,373.20000000000266
5000,5000,4501.711594508275,1,-2.7096335036873542,464.39999999999844
6000,6000,5341.038149223529,1,-4.20838476735649,573.2000000000057
7000,7000,6220.767834150825,1,-3.748499976004386,749.2000000000288
8000,8000,7024.453134863581,1,2.0183742097908874,840.300000000039
9000,9000,7913.212830457656,1,2.8772465712168254,895.8000000000447
10000,10000,8866.872297294864,1,-3.072696634101633,948.0000000000491
