steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
63,2,61.0,31,30.0,61.0,31.0
93,3,90.0,30,29.0,90.0,31.0
123,4,119.0,30,29.0,119.0,31.0
155,5,150.0,32,31.0,150.0,31.0
183,6,177.0,28,27.0,177.0,31.0
214,7,207.0,31,30.0,207.0,31.0
244,8,236.0,30,29.0,236.0,31.0
275,9,266.0,31,30.0,266.0,31.0
304,10,294.0,29,28.0,294.0,31.0
366,12,354.0,31,30.0,354.0,31.0
425,14,411.0,29,28.0,411.0,31.0
518,17,501.0,31,30.0,501.0,31.0
615,20,595.0,33,32.0,595.0,32.0
886,25,861.0,88,87.0,861.0,87.0
1145,30,1115.0,41,40.0,1115.0,98.0
1578,40,1538.0,46,45.0,1538.0,98.0
2603,50,2553.0,130,129.0,2553.0,174.0
4211,60,4151.0,198,197.0,4151.0,228.0
7962,70,7892.0,394,393.0,7892.0,550.0
11346,80,11266.0,265,264.0,11266.0,550.0
14725,90,14635.0,195,194.0,14635.0,572.0
17939,100,17839.0,321,320.0,17839.0,572.0
27036,120,26916.0,499,498.0,26916.0,828.0
41757,140,41628.0,1001,1001.0,41628.0,1001.0
68176,170,68037.0,1001,1001.0,68037.0,1001.0
89841,200,89684.0,956,955.0,89684.0,1001.0
118782,250,118586.0,617,616.0,118586.0,1001.0
158018,300,157803.0,1001,1001.0,157803.0,1001.0
224646,400,224385.0,1001,1001.0,224385.0,1001.0
294060,500,293758.0,1001,1001.0,293758.0,1001.0
365395,600,365044.0,1001,1001.0,365044.0,1001.0
452756,700,452384.0,1001,1001.0,452384.0,1001.0
510826,800,510380.0,30,29.0,510380.0,1001.0
552615,900,552081.0,293,292.0,552081.0,1001.0
611414,1000,610806.0,690,689.0,610806.0,1001.0
