steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
30,1,-0.0036666666666666675,30,-0.0036666666666666675,1,0
60,2,-0.0073333333333333315,30,-0.0036666666666666675,2,0
90,3,-0.010666666666666663,30,-0.003333333333333334,3,0
120,4,-0.013999999999999993,30,-0.003333333333333334,4,0
150,5,-0.01866666666666667,30,-0.004666666666666667,5,0
180,6,-0.023000000000000024,30,-0.004333333333333334,6,0
210,7,-0.026333333333333372,30,-0.003333333333333334,6,0
240,8,-0.029333333333333385,30,-0.0030000000000000005,7,0
270,9,-0.03266666666666672,30,-0.003333333333333334,8,0
300,10,-0.036666666666666695,30,-0.004000000000000001,9,0
360,12,-1.2661364664517714,30,-0.005999999999999999,11,0
420,14,-1.2744697997851038,30,-0.005,13,0
510,17,-1.2878031331184356,30,-0.004333333333333334,15,0
600,20,-1.2998031331184343,30,-0.003333333333333334,18,0
750,25,-1.587841254194911,30,-0.40061699373651505,23,0
900,30,-0.08375005703417271,30,-1.5644966464086478,28,0
1200,40,-3.398746696761218,30,-1.1788038209506233,38,0
1500,50,-2.5480921298777575,30,-0.0030000000000000005,48,0
1800,60,-2.5884254632110864,30,-0.0030000000000000005,58,0
2100,70,-5.997544768582143,30,-0.0030000000000000005,68,0
2400,80,-6.044211435248867,30,-0.004666666666666667,78,0
2700,90,-6.083544768582248,30,-0.004000000000000001,88,0
3000,100,-6.134878101915644,30,-0.004333333333333334,98,0
3600,120,-6.24321143524911,30,-0.005999999999999999,118,0
4200,140,-6.333878101915888,30,-0.004666666666666667,138,0
5100,170,-6.4818781019160685,30,-0.004000000000000001,166,0
6000,200,-5.946155618015788,30,-0.005,196,0
7500,250,-6.195535571877951,30,-0.005,244,0
9000,300,-6.412535571878216,30,-0.003333333333333334,292,0
12000,400,-6.874202238545447,30,-0.004666666666666667,387,0
15000,500,-7.44043863646593,30,-0.004000000000000001,485,0
18000,600,-13.196383248041956,30,-0.005333333333333333,581,0
21000,700,-11.836720392434028,30,-0.004333333333333334,681,0
24000,800,-12.322720392434622,30,-0.005666666666666666,776,0
27000,900,-13.402227466613837,30,-0.002666666666666667,872,0
30000,1000,-13.980894133281211,30,-0.003333333333333334,969,0
36000,1200,-17.129469417953892,30,-0.004666666666666667,1163,0
42000,1400,-22.25081807306324,30,-0.005333333333333333,1356,0
51000,1700,-27.754328814785296,30,1.668648736668341,1649,0
60000,2000,-31.019396511410545,30,-0.005666666666666666,1937,0
75000,2500,-36.647395131524966,30,-0.004000000000000001,2418,0
90000,3000,-11.820259623983668,30,0.606100657202277,2904,0
120000,4000,-21.308256789363067,30,-0.005999999999999999,3878,0
150000,5000,-28.75156805996784,30,-0.003333333333333334,4860,0
180000,6000,-40.11097874879586,30,-0.004000000000000001,5807,0
210000,7000,-47.864913944051324,30,-0.0036666666666666675,6769,0
240000,8000,-54.5238787020042,30,-0.6106411400907874,7729,0
270000,9000,-80.90220330102827,30,-0.004666666666666667,8701,0
300000,10000,-89.3661940542,30,-0.005333333333333333,9671,0
