steps,episode,total_return,episode_len,episode_return,total_regret
40,1,0.0,40,0.0,0.0
80,2,-8.0,40,-8.0,2.0
120,3,-4.0,40,4.0,2.0
160,4,0.0,40,4.0,2.0
200,5,-2.0,40,-2.0,4.0
240,6,2.0,40,4.0,4.0
280,7,2.0,40,0.0,6.0
320,8,-2.0,40,-4.0,8.0
360,9,-6.0,40,-4.0,10.0
400,10,-12.0,40,-6.0,10.0
480,12,-12.0,40,2.0,10.0
560,14,-20.0,40,-8.0,10.0
680,17,-28.0,40,-2.0,14.0
800,20,-32.0,40,-6.0,16.0
1000,25,-40.0,40,6.0,24.0
1200,30,-46.0,40,6.0,28.0
1600,40,-74.0,40,10.0,40.0
2000,50,-66.0,40,-10.0,50.0
2400,60,-74.0,40,4.0,60.0
2800,70,-86.0,40,-12.0,68.0
3200,80,-98.0,40,4.0,74.0
3600,90,-108.0,40,2.0,82.0
4000,100,-92.0,40,-4.0,90.0
4800,120,-164.0,40,-6.0,116.0
5600,140,-182.0,40,-10.0,134.0
6800,170,-192.0,40,-10.0,168.0
8000,200,-240.0,40,4.0,196.0
10000,250,-224.0,40,4.0,246.0
12000,300,-222.0,40,-4.0,290.0
16000,400,-126.0,40,4.0,400.0
20000,500,-118.0,40,6.0,500.0
24000,600,-144.0,40,4.0,578.0
28000,700,-128.0,40,-8.0,674.0
32000,800,-126.0,40,6.0,780.0
36000,900,-170.0,40,-12.0,860.0
40000,1000,-2.0,40,0.0,942.0
48000,1200,-70.0,40,4.0,1094.0
56000,1400,-138.0,40,2.0,1270.0
68000,1700,-104.0,40,8.0,1588.0
80000,2000,10.0,40,4.0,1868.0
100000,2500,-84.0,40,0.0,2370.0
120000,3000,-158.0,40,2.0,2828.0
160000,4000,-100.0,40,0.0,3830.0
200000,5000,60.0,40,0.0,4752.0
240000,6000,186.0,40,-4.0,5652.0
280000,7000,12.0,40,2.0,6432.0
320000,8000,156.0,40,-6.0,7312.0
360000,9000,416.0,40,-10.0,8186.0
400000,10000,472.0,40,-2.0,8988.0
