steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.4,1,0.4,0.6
2,2,0.8,1,0.4,1.2
3,3,1.2000000000000002,1,0.4,1.7999999999999998
4,4,1.6,1,0.4,2.4
5,5,2.0,1,0.4,3.0
6,6,2.4,1,0.4,3.6
7,7,2.8,1,0.4,4.2
8,8,3.1999999999999997,1,0.4,4.8
9,9,3.5999999999999996,1,0.4,5.3999999999999995
10,10,3.9999999999999996,1,0.4,5.999999999999999
12,12,5.0,1,0.4,6.999999999999998
14,14,6.1000000000000005,1,0.7000000000000001,7.899999999999998
17,17,6.900000000000001,1,0.0,10.099999999999998
20,20,8.100000000000001,1,0.4,11.899999999999997
25,25,10.100000000000003,1,0.4,14.899999999999995
30,30,12.500000000000005,1,0.4,17.499999999999996
40,40,15.900000000000007,1,0.2,24.10000000000001
50,50,19.899999999999995,1,0.4,30.100000000000023
60,60,23.599999999999984,1,0.4,36.400000000000034
70,70,27.69999999999997,1,0.4,42.30000000000005
80,80,31.699999999999957,1,0.4,48.30000000000006
90,90,35.699999999999946,1,0.4,54.300000000000075
100,100,39.99999999999993,1,0.4,60.00000000000009
120,120,51.999999999999886,1,0.8,68.00000000000013
140,140,67.39999999999984,1,0.2,72.60000000000018
170,170,91.39999999999975,1,0.8,78.60000000000026
200,200,115.39999999999966,1,0.8,84.60000000000035
250,250,155.2,1,0.8,94.80000000000048
300,300,197.00000000000028,1,0.9,103.00000000000031
400,400,282.9,1,0.9,117.09999999999978
500,500,371.899999999998,1,0.2,128.09999999999928
600,600,468.199999999998,1,1.0,131.7999999999993
700,700,566.499999999998,1,1.0,133.49999999999932
800,800,665.0999999999979,1,1.0,134.8999999999993
900,900,762.8999999999979,1,1.0,137.0999999999993
1000,1000,862.0999999999979,1,1.0,137.8999999999993
1200,1200,1055.699999999998,1,1.0,144.29999999999933
1400,1400,1246.9999999999977,1,1.0,152.99999999999937
1700,1700,1542.899999999998,1,1.0,157.09999999999937
2000,2000,1834.5999999999979,1,1.0,165.3999999999994
2500,2500,2321.599999999998,1,1.0,178.3999999999994
3000,3000,2805.5999999999985,1,1.0,194.39999999999938
4000,4000,3780.9999999999977,1,1.0,218.99999999999943
5000,5000,4758.699999999995,1,1.0,241.2999999999994
6000,6000,5738.499999999996,1,1.0,261.4999999999994
7000,7000,6716.999999999997,1,0.5,282.9999999999993
8000,8000,7683.899999999999,1,1.0,316.0999999999992
9000,9000,8660.199999999993,1,1.0,339.79999999999944
10000,10000,9626.69999999999,1,1.0,373.2999999999995
