steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
18,1,-0.003888888888888889,18,-0.003888888888888889,1,0
36,2,-0.01,18,-0.006111111111111111,2,0
54,3,-0.016666666666666666,18,-0.006666666666666667,3,0
72,4,-0.021111111111111112,18,-0.0044444444444444444,4,0
90,5,-0.027222222222222224,18,-0.006111111111111111,5,0
108,6,-0.033333333333333326,18,-0.006111111111111111,6,0
126,7,0.2283145015391403,18,0.26164783487247356,7,0
144,8,-1.2247595013622876,18,-1.453074002901428,8,0
162,9,-1.230315056917844,18,-0.005555555555555556,9,0
180,10,-1.2347595013622892,18,-0.0044444444444444444,10,0
216,12,-1.2419817235845125,18,-0.002777777777777778,12,0
252,14,-0.9805603362335387,18,0.2658658317954194,14,0
306,17,0.38835217103932873,18,-0.0044444444444444444,17,0
360,20,0.6318964825820738,18,0.8490291255960878,20,0
450,25,0.9336494358777357,18,0.30029856085897516,25,0
540,30,3.6090229145701773,18,0.5644675224097094,30,0
720,40,2.6249991293902606,18,-0.2789322904106453,39,0
900,50,2.7551797470884587,18,0.6340851867543748,49,0
1080,60,2.7312030124797664,18,-0.985288371900295,59,0
1260,70,7.451068497226894,18,-0.0044444444444444444,68,0
1440,80,5.929366427125044,18,-0.20670259038699523,78,0
1620,90,1.080823286903954,18,0.3607457731296848,87,0
1800,100,-1.0184604089494471,18,-0.07606877365009404,97,0
2160,120,1.5276455049524824,18,-1.6545883724894215,114,0
2520,140,0.19360797675254002,18,-0.007222222222222223,134,0
3060,170,-5.490606488880854,18,-2.1463098464138266,162,0
3600,200,0.1683990361066936,18,0.5760742981426827,190,0
4500,250,-7.832311087677424,18,-0.0044444444444444444,236,0
5400,300,-8.071755532121905,18,-0.002777777777777778,283,0
7200,400,-12.697577429648907,18,-0.0033333333333333335,379,0
9000,500,-10.818965221715358,18,0.8985272963488877,477,0
10800,600,-13.327879471369629,18,-0.006666666666666667,573,0
12600,700,-16.008308154850635,18,-0.003888888888888889,669,0
14400,800,-14.190123369294026,18,-0.006111111111111111,764,0
16200,900,-14.176545118373067,18,-1.1331909062563892,856,0
18000,1000,-9.63354684854257,18,0.6446377584752973,951,0
21600,1200,-2.1251879535605114,18,0.6500763933718369,1140,0
25200,1400,-2.0163610080804695,18,0.43238490259318785,1328,0
30600,1700,-17.790803663588534,18,-0.006111111111111111,1610,0
36000,2000,-16.557273596134934,18,-0.003888888888888889,1893,0
45000,2500,-33.44291628369882,18,-0.3546948548692159,2361,0
54000,3000,-41.81290325641462,18,-0.006111111111111111,2839,0
72000,4000,-32.88693000857191,18,2.0857867708299707,3799,0
90000,5000,-36.01248670894736,18,-0.005,4759,0
108000,6000,-9.753040769312937,18,-0.005555555555555556,5720,0
126000,7000,23.881982918115995,18,-0.19669028343520933,6659,0
144000,8000,42.09045561502632,18,-0.43920895499779355,7619,0
162000,9000,25.843181733786203,18,-0.003888888888888889,8562,0
180000,10000,35.202113161425856,18,-0.3584523083640123,9520,0
