steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.355723413491503,32,31.355723413491503,31.0,31.0
64,2,62.784581768559846,32,31.428858355068332,62.0,31.0
93,3,90.15888626224698,29,27.374304493687124,90.0,31.0
123,4,117.91158026813672,30,27.75269400588974,119.0,31.0
155,5,150.7209647442962,32,32.80938447615957,150.0,31.0
185,6,178.23878950803456,30,27.517824763738393,179.0,31.0
214,7,206.61323043590602,29,28.37444092787149,207.0,31.0
247,8,241.39599908725862,33,34.7827686513526,239.0,32.0
277,9,270.56699612887536,30,29.170997041616907,268.0,32.0
307,10,296.44504165031043,30,25.878045521435133,297.0,32.0
371,12,361.63669528533774,32,34.30126062241713,359.0,32.0
430,14,419.21191827075415,29,28.36888249261213,416.0,32.0
522,17,509.0074477537579,30,30.85407818118598,505.0,32.0
620,20,602.4043721529326,33,32.17483372306896,600.0,32.0
828,25,808.0367372210941,66,68.7991420974302,803.0,65.0
1380,30,1352.957749210981,112,106.59178833517106,1350.0,135.0
2958,40,2919.6907461034743,218,215.89003342244675,2918.0,295.0
5541,50,5446.521412709567,239,233.71645841826418,5491.0,363.0
11155,60,11054.504058063996,678,687.205888558278,11095.0,790.0
16521,70,16381.320710183643,1001,985.5745492931262,16452.0,1001.0
20386,80,20268.227434360746,306,307.47782620898823,20307.0,1001.0
26609,90,26479.986481636894,975,981.5474335433108,26522.0,1001.0
35601,100,35379.76249234331,1001,1003.8735796569667,35512.0,1001.0
51174,120,50996.153788319374,311,313.7958512571461,51078.0,1001.0
65682,140,65496.092884364945,312,300.4081600326847,65577.0,1001.0
88024,170,87782.92583832146,47,47.494022131077074,87908.0,1001.0
109680,200,109492.7039195182,1001,1002.9669671606929,109549.0,1001.0
141641,250,141460.30199190415,969,974.0352701679924,141472.0,1001.0
178434,300,178252.2062799123,1001,999.0149957804887,178240.0,1001.0
251255,400,250993.88783459435,467,459.9194375758163,251013.0,1001.0
321469,500,321242.2876210551,1001,1009.5574215958488,321171.0,1001.0
397323,600,397078.10539514467,545,540.563989038261,396979.0,1001.0
468165,700,467842.1605545263,1001,993.2724045020238,467771.0,1001.0
538146,800,537880.543045892,463,471.89027008463654,537691.0,1001.0
608977,900,608635.0685296443,1001,989.7069748980532,608469.0,1001.0
692934,1000,692580.3426675115,939,965.6003248260906,692377.0,1001.0
