steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,33.36187627325801,33,33.36187627325801,32.0,32.0
67,2,61.85610953552457,34,28.49423326226657,65.0,33.0
97,3,81.31434639525904,30,19.458236859734445,94.0,33.0
129,4,106.57408168590048,32,25.259735290641466,125.0,33.0
161,5,158.732434996445,32,52.15835331054449,156.0,33.0
189,6,201.05359542666318,28,42.32116043021821,183.0,33.0
220,7,215.95468309494822,31,14.901087668285017,213.0,33.0
252,8,236.55485347782638,32,20.600170382878183,244.0,33.0
281,9,251.32781222392677,29,14.772958746100363,272.0,33.0
312,10,269.41226614006973,31,18.084453916143016,302.0,33.0
374,12,323.0844554741759,31,21.806072151497414,362.0,33.0
435,14,396.8281064977571,29,46.85247647091204,421.0,33.0
525,17,507.7949679985809,30,46.86243436195459,508.0,33.0
621,20,600.3583510236342,33,38.75401728232563,601.0,33.0
772,25,817.5012801324064,31,66.58368830166995,747.0,33.0
939,30,984.1066788355031,34,65.52753370023242,909.0,35.0
1351,40,1428.7456987920964,55,65.53819630310498,1311.0,54.0
2318,50,2229.5512400263115,211,206.92482841335624,2268.0,210.0
5414,60,5441.843152356385,530,562.0425200099751,5354.0,529.0
10221,70,10053.107259065871,464,460.28018105726846,10151.0,529.0
14067,80,13865.35900677646,383,340.28058620762755,13987.0,529.0
18713,90,18477.61352207107,458,524.948006213369,18623.0,835.0
22407,100,22139.789590650937,372,321.6241449121993,22307.0,835.0
31643,120,31571.336099619828,416,386.0449794032078,31523.0,835.0
40547,140,40500.038852473626,502,504.89340364323743,40407.0,835.0
53491,170,53354.73389363465,457,422.7935921791511,53321.0,931.0
72143,200,72081.59486207899,1001,960.7804178416417,71949.0,1001.0
115801,250,115204.59411296585,307,255.32578665119811,115594.0,1001.0
154120,300,153001.39845926932,1001,918.6696540342147,153895.0,1001.0
241578,400,240276.56004489455,890,828.7940218114584,241297.0,1001.0
326228,500,325066.0665616189,1001,1002.211353970447,325919.0,1001.0
407539,600,406982.31569098885,775,698.7596175394431,407186.0,1001.0
458810,700,458616.6972971479,1001,963.1395439840419,458385.0,1001.0
545922,800,546653.111139223,957,859.4554866509416,545459.0,1001.0
627431,900,626565.124114555,1001,885.3548689439473,626919.0,1001.0
716238,1000,716079.2995971875,1001,1052.9195449145113,715690.0,1001.0
