steps,episode,total_return,episode_len,episode_return,total_regret
1,1,3.783464718756952,1,3.783464718756952,0.19999999999999996
2,2,-0.25886772039426376,1,-4.042332439151216,0.3999999999999999
3,3,-0.634719085488251,1,-0.3758513650939872,0.5999999999999999
4,4,-1.956911734025483,1,-1.322192648537232,0.7999999999999998
5,5,3.942902770315749,1,5.899814504341232,0.9999999999999998
6,6,6.936201489901304,1,2.993298719585555,1.1999999999999997
7,7,7.714483738591259,1,0.7782822486899544,1.3999999999999997
8,8,7.166905517204853,1,-0.547578221386406,1.5999999999999996
9,9,6.027308483755774,1,-1.1395970334490793,1.7999999999999996
10,10,1.099272914269899,1,-4.928035569485875,1.9999999999999996
12,12,0.6371177257716731,1,-0.6526311713745871,2.8
14,14,2.044531541127098,1,0.1882439028157178,3.1
17,17,1.9756468056184935,1,0.02289938243103673,4.2
20,20,7.390462122175056,1,-2.52712114762961,4.800000000000001
25,25,6.660193440835205,1,-0.4700266422064676,5.800000000000002
30,30,12.205367712063229,1,-1.3661777162444861,7.500000000000003
40,40,13.039154098424763,1,2.9618371689309178,10.299999999999997
50,50,3.2442869178073224,1,3.3508652641538808,12.29999999999999
60,60,1.535169953096756,1,-5.662892162070549,15.099999999999984
70,70,10.168508951988379,1,4.151769003145539,17.399999999999977
80,80,3.0022154879211325,1,-0.08226401014861984,19.39999999999997
90,90,-9.211920544443247,1,-1.4755047799906735,21.399999999999963
100,100,-9.606309501005473,1,-2.193470489427913,24.199999999999957
120,120,-22.25184392660864,1,3.108788205024289,41.29999999999993
140,140,-7.172283724388464,1,-1.3191492235789883,55.99999999999991
170,170,36.22193013786749,1,4.164558799836998,79.99999999999983
200,200,40.65384593044466,1,-6.770319577665712,103.99999999999974
250,250,32.52624529213784,1,4.127801742763545,134.1999999999996
300,300,90.13774195485087,1,-2.049907923103908,137.1999999999996
400,400,158.9909546051036,1,3.399086712221589,140.49999999999952
500,500,209.82943719425992,1,-1.1106313063746955,141.5999999999995
600,600,254.90980029509052,1,-0.10837023674025303,154.69999999999933
700,700,361.3099145697767,1,-0.5020578430941549,156.0999999999993
800,800,483.4570081836099,1,4.224305263985295,158.0999999999993
900,900,565.4158122229588,1,1.900921997202802,160.2999999999993
1000,1000,663.4743914703363,1,0.5008320218163096,161.3999999999993
1200,1200,830.1274906502723,1,2.5855673213562724,175.8999999999996
1400,1400,984.8807253498344,1,-8.62209892336495,210.50000000000057
1700,1700,1319.3717616412848,1,0.05322850816440894,255.1000000000021
2000,2000,1531.675250101648,1,4.599591032333029,313.000000000004
2500,2500,1931.7872092513026,1,0.19530115615552818,414.40000000000697
3000,3000,2214.053692342669,1,0.12739400704012482,508.9000000000078
4000,4000,3151.2356170310263,1,3.5617049522667292,540.7000000000065
5000,5000,4014.661864595382,1,2.854430009806431,607.5999999999993
6000,6000,4985.23765153124,1,-1.3661519666918895,635.8999999999987
7000,7000,6054.105484875511,1,0.6719408627348357,698.7999999999921
8000,8000,6948.494320764871,1,-1.9368496091574312,731.6999999999921
9000,9000,7953.089923541878,1,-1.5229794905674656,753.2999999999922
10000,10000,9098.573208334634,1,-1.5694228536650496,785.299999999992
