steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,0.03200000000000002,33,0.03200000000000002,32.0,32.0
64,2,0.06200000000000005,31,0.03000000000000002,62.0,32.0
95,3,0.09200000000000007,31,0.03000000000000002,92.0,32.0
163,4,0.1590000000000001,68,0.06700000000000005,159.0,67.0
194,5,0.18900000000000014,31,0.03000000000000002,189.0,67.0
223,6,0.21700000000000016,29,0.028000000000000018,217.0,67.0
266,7,0.2590000000000002,43,0.04200000000000003,259.0,67.0
299,8,0.2910000000000002,33,0.03200000000000002,291.0,67.0
335,9,0.32600000000000023,36,0.035000000000000024,326.0,67.0
389,10,0.3790000000000003,54,0.05300000000000004,379.0,67.0
622,12,0.6100000000000004,91,0.09000000000000007,610.0,141.0
871,14,0.8570000000000007,125,0.1240000000000001,857.0,141.0
1332,17,1.314999999999966,91,0.09000000000000007,1315.0,226.0
1725,20,1.704999999999923,286,0.2850000000000002,1705.0,285.0
2996,25,2.970999999999784,170,0.16900000000000012,2971.0,448.0
3805,30,3.7749999999996953,164,0.16300000000000012,3775.0,448.0
6303,40,6.263000000000426,222,0.22100000000000017,6263.0,567.0
7879,50,7.829000000000949,149,0.1480000000000001,7829.0,567.0
10302,60,10.241999999999763,321,0.32000000000000023,10242.0,567.0
12853,70,12.782999999998355,159,0.1580000000000001,12783.0,593.0
16313,80,16.233999999996858,368,0.36700000000000027,16234.0,1001.0
25468,90,25.386000000008043,1001,1.0010000000000006,25386.0,1001.0
28257,100,28.16500000001144,447,0.44600000000000034,28165.0,1001.0
36308,120,36.200000000006334,37,0.036000000000000025,36200.0,1001.0
43090,140,42.961999999990574,38,0.037000000000000026,42962.0,1001.0
53471,170,53.31399999996645,627,0.6260000000000004,53314.0,1001.0
61953,200,61.76599999994675,233,0.23200000000000018,61766.0,1001.0
84208,250,83.97800000003693,1001,1.0010000000000006,83978.0,1001.0
105823,300,105.54700000013992,194,0.19300000000000014,105547.0,1001.0
155102,400,154.74200000037482,534,0.5330000000000004,154742.0,1001.0
189373,500,188.915000000538,260,0.2590000000000002,188915.0,1001.0
223538,600,222.98800000070068,89,0.08800000000000006,222988.0,1001.0
269048,700,268.403000000565,915,0.9140000000000007,268403.0,1001.0
303948,800,303.21599999974177,212,0.21100000000000016,303216.0,1001.0
341472,900,340.6529999988565,81,0.08000000000000006,340653.0,1001.0
364933,1000,364.01599999830404,219,0.21800000000000017,364016.0,1001.0
