steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
64,2,62.0,31,30.0,62.0,32.0
95,3,92.0,31,30.0,92.0,32.0
124,4,120.0,29,28.0,120.0,32.0
154,5,149.0,30,29.0,149.0,32.0
185,6,179.0,31,30.0,179.0,32.0
215,7,208.0,30,29.0,208.0,32.0
248,8,240.0,33,32.0,240.0,32.0
281,9,272.0,33,32.0,272.0,32.0
313,10,303.0,32,31.0,303.0,32.0
376,12,364.0,32,31.0,364.0,32.0
436,14,422.0,30,29.0,422.0,32.0
528,17,511.0,29,28.0,511.0,32.0
626,20,606.0,36,35.0,606.0,35.0
982,25,957.0,47,46.0,957.0,161.0
1437,30,1407.0,207,206.0,1407.0,206.0
2815,40,2775.0,181,180.0,2775.0,215.0
6089,50,6039.0,426,425.0,6039.0,578.0
9131,60,9071.0,242,241.0,9071.0,815.0
11544,70,11474.0,203,202.0,11474.0,815.0
13991,80,13911.0,228,227.0,13911.0,815.0
17459,90,17369.0,313,312.0,17369.0,815.0
20938,100,20838.0,247,246.0,20838.0,815.0
32072,120,31954.0,1001,1001.0,31954.0,1001.0
44199,140,44069.0,1001,1001.0,44069.0,1001.0
66550,170,66401.0,247,246.0,66401.0,1001.0
91076,200,90918.0,116,115.0,90918.0,1001.0
130591,250,130414.0,519,518.0,130414.0,1001.0
165791,300,165585.0,1001,1001.0,165585.0,1001.0
231215,400,230955.0,1001,1001.0,230955.0,1001.0
288378,500,288048.0,925,924.0,288048.0,1001.0
343571,600,343160.0,1001,1001.0,343160.0,1001.0
398465,700,397987.0,32,31.0,397987.0,1001.0
460095,800,459552.0,704,703.0,459552.0,1001.0
526775,900,526171.0,1001,1001.0,526171.0,1001.0
600157,1000,599508.0,181,180.0,599508.0,1001.0
