steps,episode,total_return,episode_len,episode_return,total_regret
14,1,2.0,14,2.0,0.0
28,2,-2.0,14,-4.0,2.0
42,3,-2.0,14,0.0,2.0
56,4,2.0,14,4.0,2.0
70,5,4.0,14,2.0,2.0
84,6,4.0,14,0.0,4.0
98,7,4.0,14,0.0,6.0
112,8,0.0,14,-4.0,8.0
126,9,-6.0,14,-6.0,10.0
140,10,-6.0,14,0.0,12.0
168,12,-12.0,14,-8.0,14.0
196,14,-14.0,14,-2.0,14.0
238,17,-12.0,14,2.0,16.0
280,20,-2.0,14,2.0,18.0
350,25,4.0,14,-2.0,22.0
420,30,-10.0,14,-2.0,28.0
560,40,-8.0,14,-4.0,40.0
700,50,-4.0,14,6.0,54.0
840,60,-20.0,14,-6.0,66.0
980,70,-10.0,14,6.0,72.0
1120,80,-34.0,14,-2.0,86.0
1260,90,-54.0,14,-2.0,94.0
1400,100,-52.0,14,-2.0,104.0
1680,120,-40.0,14,-6.0,132.0
1960,140,-30.0,14,8.0,152.0
2380,170,-26.0,14,2.0,178.0
2800,200,-10.0,14,4.0,216.0
3500,250,-34.0,14,6.0,274.0
4200,300,-36.0,14,2.0,328.0
5600,400,10.0,14,-2.0,426.0
7000,500,-52.0,14,-4.0,524.0
8400,600,-40.0,14,0.0,612.0
9800,700,-72.0,14,-4.0,704.0
11200,800,-108.0,14,2.0,808.0
12600,900,-178.0,14,4.0,918.0
14000,1000,-154.0,14,-6.0,1014.0
16800,1200,-70.0,14,6.0,1170.0
19600,1400,18.0,14,0.0,1344.0
23800,1700,6.0,14,-2.0,1598.0
28000,2000,194.0,14,0.0,1842.0
35000,2500,204.0,14,0.0,2222.0
42000,3000,382.0,14,-2.0,2580.0
56000,4000,630.0,14,-6.0,3234.0
70000,5000,1128.0,14,2.0,3822.0
84000,6000,1614.0,14,0.0,4452.0
98000,7000,1998.0,14,-2.0,5058.0
112000,8000,2572.0,14,0.0,5574.0
126000,9000,2798.0,14,2.0,6168.0
140000,10000,3484.0,14,2.0,6706.0
