steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
65,2,63.0,33,32.0,63.0,32.0
94,3,91.0,29,28.0,91.0,32.0
125,4,121.0,31,30.0,121.0,32.0
156,5,151.0,31,30.0,151.0,32.0
187,6,181.0,31,30.0,181.0,32.0
217,7,210.0,30,29.0,210.0,32.0
251,8,243.0,34,33.0,243.0,33.0
281,9,272.0,30,29.0,272.0,33.0
311,10,301.0,30,29.0,301.0,33.0
376,12,364.0,33,32.0,364.0,33.0
438,14,424.0,31,30.0,424.0,33.0
541,17,524.0,34,33.0,524.0,34.0
658,20,638.0,42,41.0,638.0,41.0
1012,25,987.0,31,30.0,987.0,121.0
1461,30,1431.0,184,183.0,1431.0,183.0
3009,40,2969.0,127,126.0,2969.0,311.0
5911,50,5861.0,378,377.0,5861.0,377.0
9691,60,9631.0,406,405.0,9631.0,567.0
13085,70,13015.0,325,324.0,13015.0,567.0
16143,80,16063.0,343,342.0,16063.0,567.0
19653,90,19563.0,424,423.0,19563.0,567.0
22629,100,22529.0,264,263.0,22529.0,567.0
33767,120,33650.0,485,484.0,33650.0,1001.0
45873,140,45737.0,475,474.0,45737.0,1001.0
68405,170,68251.0,428,427.0,68251.0,1001.0
90391,200,90215.0,1001,1001.0,90215.0,1001.0
132820,250,132628.0,1001,1001.0,132628.0,1001.0
173985,300,173782.0,1001,1001.0,173782.0,1001.0
238437,400,238174.0,528,527.0,238174.0,1001.0
316591,500,316284.0,545,544.0,316284.0,1001.0
397534,600,397172.0,1001,1001.0,397172.0,1001.0
485398,700,485014.0,1001,1001.0,485014.0,1001.0
564004,800,563577.0,1001,1001.0,563577.0,1001.0
647104,900,646637.0,1001,1001.0,646637.0,1001.0
724542,1000,724028.0,478,477.0,724028.0,1001.0
