steps,episode,total_return,episode_len,episode_return,total_regret
7,1,3.0,7,3.0,2.0
14,2,-2.0,7,-5.0,2.0
21,3,-1.0,7,1.0,2.0
28,4,2.0,7,3.0,2.0
35,5,5.0,7,3.0,2.0
42,6,6.0,7,1.0,2.0
49,7,7.0,7,1.0,2.0
56,8,6.0,7,-1.0,4.0
63,9,9.0,7,3.0,4.0
70,10,12.0,7,3.0,4.0
84,12,12.0,7,1.0,4.0
98,14,14.0,7,3.0,4.0
119,17,21.0,7,1.0,6.0
140,20,20.0,7,1.0,12.0
175,25,31.0,7,1.0,14.0
210,30,28.0,7,1.0,20.0
280,40,22.0,7,1.0,30.0
350,50,32.0,7,1.0,38.0
420,60,34.0,7,1.0,46.0
490,70,28.0,7,1.0,56.0
560,80,30.0,7,-1.0,66.0
630,90,34.0,7,3.0,76.0
700,100,34.0,7,-1.0,86.0
840,120,44.0,7,-5.0,102.0
980,140,44.0,7,1.0,122.0
1190,170,34.0,7,3.0,154.0
1400,200,52.0,7,3.0,178.0
1750,250,52.0,7,5.0,218.0
2100,300,82.0,7,3.0,262.0
2800,400,102.0,7,-1.0,360.0
3500,500,82.0,7,-1.0,462.0
4200,600,116.0,7,1.0,554.0
4900,700,112.0,7,-1.0,654.0
5600,800,146.0,7,1.0,754.0
6300,900,98.0,7,1.0,840.0
7000,1000,126.0,7,5.0,920.0
8400,1200,174.0,7,-1.0,1078.0
9800,1400,168.0,7,5.0,1228.0
11900,1700,280.0,7,-3.0,1444.0
14000,2000,454.0,7,-1.0,1630.0
17500,2500,646.0,7,-3.0,1866.0
21000,3000,952.0,7,-1.0,2032.0
28000,4000,1630.0,7,5.0,2336.0
35000,5000,2424.0,7,5.0,2620.0
42000,6000,2986.0,7,-1.0,2840.0
49000,7000,3792.0,7,-3.0,3028.0
56000,8000,4618.0,7,-1.0,3226.0
63000,9000,5422.0,7,5.0,3412.0
70000,10000,6150.0,7,3.0,3626.0
