steps,episode,total_return,episode_len,episode_return,total_regret
20,1,4.0,20,4.0,2.0
40,2,8.0,20,4.0,4.0
60,3,8.0,20,0.0,6.0
80,4,16.0,20,8.0,6.0
100,5,12.0,20,-4.0,8.0
120,6,8.0,20,-4.0,8.0
140,7,6.0,20,-2.0,10.0
160,8,4.0,20,-2.0,10.0
180,9,0.0,20,-4.0,10.0
200,10,-4.0,20,-4.0,10.0
240,12,6.0,20,0.0,12.0
280,14,6.0,20,-2.0,14.0
340,17,-4.0,20,-4.0,18.0
400,20,-8.0,20,-4.0,20.0
500,25,-16.0,20,-6.0,28.0
600,30,-34.0,20,-4.0,32.0
800,40,-28.0,20,2.0,40.0
1000,50,-32.0,20,6.0,46.0
1200,60,-20.0,20,6.0,56.0
1400,70,18.0,20,6.0,64.0
1600,80,12.0,20,0.0,76.0
1800,90,-14.0,20,-12.0,80.0
2000,100,-28.0,20,2.0,90.0
2400,120,-24.0,20,0.0,106.0
2800,140,0.0,20,-6.0,132.0
3400,170,58.0,20,4.0,156.0
4000,200,26.0,20,-2.0,188.0
5000,250,58.0,20,-4.0,228.0
6000,300,8.0,20,-2.0,284.0
8000,400,108.0,20,6.0,374.0
10000,500,136.0,20,2.0,450.0
12000,600,148.0,20,-4.0,514.0
14000,700,210.0,20,-2.0,576.0
16000,800,254.0,20,-2.0,626.0
18000,900,330.0,20,2.0,662.0
20000,1000,388.0,20,-8.0,714.0
24000,1200,568.0,20,4.0,818.0
28000,1400,778.0,20,6.0,932.0
34000,1700,796.0,20,-2.0,1084.0
40000,2000,768.0,20,2.0,1210.0
50000,2500,986.0,20,0.0,1376.0
60000,3000,1254.0,20,2.0,1678.0
80000,4000,2024.0,20,0.0,1964.0
100000,5000,2804.0,20,2.0,2174.0
120000,6000,3574.0,20,0.0,2434.0
140000,7000,4346.0,20,-6.0,2822.0
160000,8000,5232.0,20,0.0,3062.0
180000,9000,5788.0,20,-2.0,3390.0
200000,10000,6252.0,20,0.0,3620.0
