steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.03,1,0.03,0.0
2,2,0.06,1,0.03,0.0
3,3,0.09,1,0.03,0.0
4,4,0.12,1,0.03,0.0
5,5,0.15,1,0.03,0.0
6,6,0.18,1,0.03,0.0
7,7,0.21,1,0.03,0.0
8,8,0.24,1,0.03,0.0
9,9,0.27,1,0.03,0.0
10,10,0.30000000000000004,1,0.03,0.0
12,12,0.3330000000000001,1,0.03,0.9
14,14,0.3630000000000001,1,0.0,1.9
17,17,0.44100000000000017,1,0.018000000000000002,2.3
20,20,0.5310000000000002,1,0.03,2.3
25,25,0.6810000000000004,1,0.03,2.3
30,30,0.8280000000000005,1,0.03,2.4
40,40,1.0980000000000008,1,0.012,3.4
50,50,1.398000000000001,1,0.03,3.4
60,60,1.6770000000000012,1,0.03,4.1
70,70,1.9590000000000014,1,0.03,4.7
80,80,2.259,1,0.03,4.7
90,90,2.558999999999998,1,0.03,4.7
100,100,2.8319999999999963,1,0.03,5.6
120,120,3.251999999999997,1,0.015,11.599999999999996
140,140,3.5459999999999994,1,0.012,21.799999999999997
170,170,4.169999999999998,1,0.03,31.00000000000002
200,200,5.0400000000000045,1,0.03,32.000000000000036
250,250,6.453000000000015,1,0.03,34.90000000000005
300,300,7.848000000000026,1,0.03,38.400000000000055
400,400,10.562999999999999,1,0.03,47.9
500,500,13.490999999999937,1,0.012,50.3
600,600,16.3319999999999,1,0.03,55.59999999999999
700,700,19.263000000000012,1,0.03,57.899999999999984
800,800,22.227000000000125,1,0.03,59.09999999999999
900,900,25.143000000000235,1,0.03,61.899999999999984
1000,1000,28.14000000000035,1,0.03,61.999999999999986
1200,1200,33.90600000000057,1,0.03,69.80000000000001
1400,1400,39.615000000000784,1,0.03,79.50000000000001
1700,1700,48.51000000000112,1,0.03,83.00000000000001
2000,2000,57.26100000000145,1,0.03,91.30000000000001
2500,2500,71.21100000000197,1,0.03,126.30000000000005
3000,3000,85.79100000000253,1,0.03,140.30000000000004
4000,4000,113.48400000000358,1,0.03,217.20000000000002
5000,5000,141.89400000000347,1,0.03,270.2
6000,6000,169.89300000000264,1,0.03,336.900000000001
7000,7000,196.98300000000168,1,0.015,433.90000000000185
8000,8000,225.92100000000204,1,0.03,469.30000000000217
9000,9000,253.48200000000125,1,0.03,550.6000000000029
10000,10000,281.5589999999795,1,0.027,614.700000000005
