steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,-33.773348541653114,34,-33.773348541653114,33.0,33.0
66,2,56.44619430341756,32,90.21954284507069,64.0,33.0
97,3,102.9520465624722,31,46.50585225905468,94.0,33.0
126,4,85.08135308182226,29,-17.87069348064999,122.0,33.0
246,5,-0.9255043309851412,120,-86.00685741280743,241.0,119.0
277,6,13.646607511459372,31,14.572111842444507,271.0,119.0
307,7,51.34361823196439,30,37.69701072050501,300.0,119.0
338,8,49.855054261046504,31,-1.488563970917888,330.0,119.0
368,9,88.43903055355914,30,38.583976292512666,359.0,119.0
397,10,125.58494817169529,29,37.145917618136195,387.0,119.0
458,12,204.5173650430654,30,-13.213840110897063,446.0,119.0
523,14,394.3415006013688,35,59.995730333455555,509.0,119.0
617,17,544.2079576048232,35,46.01058504069593,600.0,119.0
706,20,688.7128507757518,30,111.96458747981212,686.0,119.0
857,25,856.4477058460972,29,113.12863005036655,832.0,119.0
1011,30,814.1974489196568,31,-36.93127750104881,981.0,119.0
1347,40,1164.1346557523946,49,124.52898135081314,1307.0,119.0
1938,50,1868.548926629786,95,249.29850013999865,1888.0,119.0
2760,60,2140.220824051295,42,75.84843332783987,2700.0,146.0
3488,70,2496.8912257341217,133,179.60289363953459,3418.0,175.0
4352,80,3351.003443535586,193,315.0344917297991,4272.0,192.0
5110,90,4163.644899579714,42,93.57324129124827,5020.0,192.0
5937,100,4750.932878640858,86,58.720861653829125,5837.0,271.0
8228,120,6796.717167162331,74,71.85712781713104,8108.0,271.0
12604,140,12506.821351875778,220,318.2710006345014,12464.0,346.0
29548,170,28656.00380409656,984,1146.4077826330545,29385.0,1001.0
38699,200,37269.691166756325,236,145.91644352824466,38506.0,1001.0
63398,250,61816.00120874232,1001,1049.856250758631,63165.0,1001.0
102421,300,101791.67444588241,418,561.3809856989259,102171.0,1001.0
171182,400,170332.77852310528,1001,834.3961019889938,170865.0,1001.0
215627,500,211894.55070418608,228,325.2727501578583,215222.0,1001.0
264869,600,258560.819536641,1001,897.3790017930952,264378.0,1001.0
314910,700,309749.1735103395,249,526.2117486072511,314348.0,1001.0
362434,800,354297.7265612959,483,552.0960218464172,361781.0,1001.0
412640,900,400297.68306999357,264,236.07927209027972,411894.0,1001.0
464190,1000,448974.519919509,751,934.5503076784669,463350.0,1001.0
