steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
40,1,-0.005250000000000003,40,-0.005250000000000003,1,0
80,2,0.9495028126860705,40,0.9547528126860705,2,0
120,3,1.7776046596771562,40,0.8281018469910851,3,0
160,4,1.7721046596771544,40,-0.005500000000000003,4,0
200,5,2.852197637818769,40,1.0800929781416155,5,0
240,6,2.8459476378187722,40,-0.006250000000000004,5,0
280,7,2.8399476378187756,40,-0.006000000000000004,6,0
320,8,2.8346976378187785,40,-0.005250000000000003,7,0
360,9,2.830447637818781,40,-0.004250000000000002,8,0
400,10,2.824947637818784,40,-0.005500000000000003,9,0
480,12,1.6840745938778117,40,-1.1353730439409775,10,0
560,14,1.584318605296181,40,-0.42374062319915456,12,0
680,17,-0.4673532391054802,40,-1.8950308501941133,15,0
800,20,1.0879589814032413,40,0.8926151479298721,18,0
1000,25,-0.07197381209921927,40,-0.49363095366368953,23,0
1200,30,-0.9699875613057021,40,0.5118179193432961,28,0
1600,40,-0.4578671002211877,40,-0.09484431567606919,38,0
2000,50,-0.500867100221183,40,-0.005000000000000003,47,0
2400,60,-3.3849049309789896,40,-0.0047500000000000025,57,0
2800,70,-3.5766759662762757,40,-0.0047500000000000025,67,0
3200,80,-5.526669192942008,40,-0.005250000000000003,76,0
3600,90,-5.574169192942066,40,-0.005250000000000003,86,0
4000,100,-5.620669192942123,40,-0.004250000000000002,96,0
4800,120,-5.98325781512624,40,-0.005500000000000003,115,0
5600,140,-6.9460809818081835,40,-0.004500000000000002,135,0
6800,170,-7.09908098180837,40,-0.005500000000000003,165,0
8000,200,-7.245330981808549,40,-0.005750000000000003,193,0
10000,250,-7.498080981808858,40,-0.004000000000000002,242,0
12000,300,-9.058360628522179,40,-0.006500000000000004,292,0
16000,400,-9.574860628520975,40,-0.004500000000000002,392,0
20000,500,-10.089610628519775,40,-0.004250000000000002,490,0
24000,600,-12.406489880645315,40,-0.005250000000000003,589,0
28000,700,-12.516508153102183,40,-0.005250000000000003,687,0
32000,800,-13.018258153101014,40,-0.005000000000000003,783,0
36000,900,-15.963662236135596,40,-0.0035000000000000014,879,0
40000,1000,-15.652444470236512,40,-0.006500000000000004,975,0
48000,1200,-18.232895744073534,40,-0.0047500000000000025,1169,0
56000,1400,-19.543046816204,40,-0.004000000000000002,1363,0
68000,1700,-21.805419244959456,40,-0.005250000000000003,1654,0
80000,2000,-29.626546934051596,40,-0.0047500000000000025,1932,0
100000,2500,-22.422478903690795,40,-0.006000000000000004,2383,0
120000,3000,-19.787498419431767,40,-0.0047500000000000025,2847,0
160000,4000,-12.033106210114362,40,-0.0037500000000000016,3784,0
200000,5000,-25.12435132361664,40,-0.005500000000000003,4726,0
240000,6000,-28.587160805612772,40,-0.006000000000000004,5653,0
280000,7000,-29.18022688376495,40,-0.0047500000000000025,6593,0
320000,8000,-33.73923364330441,40,-0.005500000000000003,7528,0
360000,9000,-36.92807120087426,40,-0.006000000000000004,8459,0
400000,10000,-46.652493249560926,40,-0.006000000000000004,9387,0
