steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,33.0,34,33.0,33.0,33.0
67,2,65.0,33,32.0,65.0,33.0
97,3,94.0,30,29.0,94.0,33.0
126,4,122.0,29,28.0,122.0,33.0
156,5,151.0,30,29.0,151.0,33.0
185,6,179.0,29,28.0,179.0,33.0
216,7,209.0,31,30.0,209.0,33.0
250,8,242.0,34,33.0,242.0,33.0
281,9,272.0,31,30.0,272.0,33.0
312,10,302.0,31,30.0,302.0,33.0
376,12,364.0,32,31.0,364.0,33.0
439,14,425.0,32,31.0,425.0,33.0
537,17,520.0,32,31.0,520.0,33.0
638,20,618.0,34,33.0,618.0,36.0
938,25,913.0,116,115.0,913.0,115.0
1288,30,1258.0,29,28.0,1258.0,167.0
1860,40,1820.0,30,29.0,1820.0,167.0
2425,50,2375.0,168,167.0,2375.0,167.0
3799,60,3739.0,95,94.0,3739.0,205.0
5658,70,5588.0,175,174.0,5588.0,312.0
7468,80,7388.0,183,182.0,7388.0,312.0
9352,90,9262.0,232,231.0,9262.0,312.0
11871,100,11771.0,298,297.0,11771.0,312.0
18913,120,18793.0,441,440.0,18793.0,913.0
24883,140,24743.0,303,302.0,24743.0,913.0
39456,170,39293.0,1001,1001.0,39293.0,1001.0
67070,200,66903.0,1001,1001.0,66903.0,1001.0
109133,250,108950.0,1001,1001.0,108950.0,1001.0
143540,300,143326.0,428,427.0,143326.0,1001.0
218469,400,218211.0,1001,1001.0,218211.0,1001.0
294848,500,294528.0,860,859.0,294528.0,1001.0
342857,600,342452.0,32,31.0,342452.0,1001.0
410085,700,409611.0,267,266.0,409611.0,1001.0
480646,800,480107.0,310,309.0,480107.0,1001.0
553036,900,552451.0,1001,1001.0,552451.0,1001.0
622514,1000,621835.0,326,325.0,621835.0,1001.0
