steps,episode,total_return,episode_len,episode_return,total_regret
5,1,-3.0,5,-3.0,2.0
10,2,-4.0,5,-1.0,4.0
15,3,-7.0,5,-3.0,6.0
20,4,-6.0,5,1.0,6.0
25,5,-5.0,5,1.0,6.0
30,6,-2.0,5,3.0,6.0
35,7,-3.0,5,-1.0,8.0
40,8,-2.0,5,1.0,8.0
45,9,-1.0,5,1.0,8.0
50,10,-6.0,5,-5.0,10.0
60,12,-6.0,5,-1.0,12.0
70,14,-6.0,5,3.0,16.0
85,17,-9.0,5,-1.0,20.0
100,20,-10.0,5,3.0,24.0
125,25,-5.0,5,1.0,28.0
150,30,-8.0,5,-1.0,36.0
200,40,-4.0,5,1.0,42.0
250,50,-6.0,5,1.0,56.0
300,60,-6.0,5,1.0,62.0
350,70,4.0,5,1.0,70.0
400,80,8.0,5,1.0,78.0
450,90,8.0,5,-3.0,92.0
500,100,-2.0,5,-1.0,102.0
600,120,-16.0,5,-1.0,128.0
700,140,-12.0,5,-1.0,148.0
850,170,-12.0,5,1.0,174.0
1000,200,-24.0,5,1.0,204.0
1250,250,-32.0,5,1.0,262.0
1500,300,-48.0,5,-1.0,320.0
2000,400,24.0,5,1.0,390.0
2500,500,38.0,5,1.0,474.0
3000,600,34.0,5,1.0,550.0
3500,700,60.0,5,1.0,604.0
4000,800,78.0,5,-3.0,680.0
4500,900,134.0,5,3.0,740.0
5000,1000,172.0,5,-1.0,798.0
6000,1200,236.0,5,1.0,894.0
7000,1400,356.0,5,-1.0,984.0
8500,1700,438.0,5,1.0,1130.0
10000,2000,582.0,5,3.0,1244.0
12500,2500,932.0,5,1.0,1422.0
15000,3000,1338.0,5,3.0,1558.0
20000,4000,2162.0,5,1.0,1806.0
25000,5000,3002.0,5,1.0,1986.0
30000,6000,3888.0,5,1.0,2176.0
35000,7000,4778.0,5,-1.0,2336.0
40000,8000,5544.0,5,5.0,2486.0
45000,9000,6368.0,5,-1.0,2634.0
50000,10000,7260.0,5,-1.0,2842.0
