steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
65,2,63.0,32,31.0,63.0,32.0
95,3,92.0,30,29.0,92.0,32.0
124,4,120.0,29,28.0,120.0,32.0
154,5,149.0,30,29.0,149.0,32.0
185,6,179.0,31,30.0,179.0,32.0
214,7,207.0,29,28.0,207.0,32.0
245,8,237.0,31,30.0,237.0,32.0
275,9,266.0,30,29.0,266.0,32.0
306,10,296.0,31,30.0,296.0,32.0
368,12,356.0,30,29.0,356.0,32.0
429,14,415.0,31,30.0,415.0,32.0
522,17,505.0,31,30.0,505.0,32.0
621,20,601.0,35,34.0,601.0,34.0
918,25,893.0,95,94.0,893.0,94.0
1199,30,1169.0,39,38.0,1169.0,98.0
2132,40,2092.0,115,114.0,2092.0,149.0
3489,50,3439.0,175,174.0,3439.0,196.0
6317,60,6257.0,399,398.0,6257.0,413.0
11435,70,11366.0,225,224.0,11366.0,1001.0
17112,80,17033.0,871,870.0,17033.0,1001.0
23114,90,23026.0,431,430.0,23026.0,1001.0
31165,100,31071.0,825,824.0,31071.0,1001.0
41576,120,41465.0,290,289.0,41465.0,1001.0
53102,140,52973.0,447,446.0,52973.0,1001.0
79464,170,79328.0,1001,1001.0,79328.0,1001.0
104305,200,104161.0,320,319.0,104161.0,1001.0
137239,250,137065.0,716,715.0,137065.0,1001.0
174899,300,174696.0,769,768.0,174696.0,1001.0
232617,400,232350.0,220,219.0,232350.0,1001.0
303964,500,303635.0,477,476.0,303635.0,1001.0
386251,600,385885.0,1001,1001.0,385885.0,1001.0
449365,700,448942.0,1001,1001.0,448942.0,1001.0
526720,800,526244.0,1001,1001.0,526244.0,1001.0
599730,900,599208.0,615,614.0,599208.0,1001.0
644276,1000,643665.0,257,256.0,643665.0,1001.0
