steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1.0,1,-1.0,2.0
2,2,0.0,1,1.0,2.0
3,3,-1.0,1,-1.0,4.0
4,4,0.0,1,1.0,4.0
5,5,1.0,1,1.0,4.0
6,6,2.0,1,1.0,4.0
7,7,3.0,1,1.0,4.0
8,8,4.0,1,1.0,4.0
9,9,3.0,1,-1.0,6.0
10,10,2.0,1,-1.0,8.0
12,12,0.0,1,-1.0,12.0
14,14,2.0,1,1.0,12.0
17,17,5.0,1,1.0,12.0
20,20,6.0,1,1.0,14.0
25,25,5.0,1,1.0,20.0
30,30,2.0,1,-1.0,28.0
40,40,6.0,1,1.0,34.0
50,50,4.0,1,-1.0,46.0
60,60,4.0,1,1.0,56.0
70,70,0.0,1,-1.0,70.0
80,80,-2.0,1,-1.0,82.0
90,90,0.0,1,1.0,90.0
100,100,2.0,1,1.0,98.0
120,120,2.0,1,1.0,118.0
140,140,18.0,1,1.0,122.0
170,170,38.0,1,1.0,132.0
200,200,64.0,1,1.0,136.0
250,250,110.0,1,1.0,140.0
300,300,158.0,1,1.0,142.0
400,400,246.0,1,1.0,154.0
500,500,342.0,1,1.0,158.0
600,600,434.0,1,1.0,166.0
700,700,528.0,1,1.0,172.0
800,800,624.0,1,1.0,176.0
900,900,720.0,1,1.0,180.0
1000,1000,818.0,1,1.0,182.0
1200,1200,1008.0,1,1.0,192.0
1400,1400,1188.0,1,1.0,212.0
1700,1700,1478.0,1,1.0,222.0
2000,2000,1766.0,1,1.0,234.0
2500,2500,2238.0,1,1.0,262.0
3000,3000,2716.0,1,1.0,284.0
4000,4000,3668.0,1,1.0,332.0
5000,5000,4624.0,1,1.0,376.0
6000,6000,5572.0,1,1.0,428.0
7000,7000,6528.0,1,1.0,472.0
8000,8000,7472.0,1,1.0,528.0
9000,9000,8406.0,1,1.0,594.0
10000,10000,9334.0,1,1.0,666.0
