steps,episode,total_return,episode_len,episode_return,total_regret
6,1,2.0,6,2.0,2.0
12,2,-2.0,6,-4.0,2.0
18,3,-4.0,6,-2.0,4.0
24,4,-6.0,6,-2.0,4.0
30,5,-6.0,6,0.0,4.0
36,6,-6.0,6,0.0,4.0
42,7,-6.0,6,0.0,4.0
48,8,-2.0,6,4.0,4.0
54,9,0.0,6,2.0,4.0
60,10,-2.0,6,-2.0,4.0
72,12,-2.0,6,0.0,6.0
84,14,-2.0,6,4.0,8.0
102,17,0.0,6,2.0,12.0
120,20,4.0,6,-2.0,14.0
150,25,2.0,6,-2.0,20.0
180,30,-10.0,6,-2.0,28.0
240,40,-6.0,6,4.0,40.0
300,50,4.0,6,4.0,48.0
360,60,8.0,6,-2.0,54.0
420,70,14.0,6,0.0,64.0
480,80,12.0,6,-4.0,76.0
540,90,20.0,6,2.0,80.0
600,100,20.0,6,-2.0,86.0
720,120,10.0,6,-2.0,100.0
840,140,10.0,6,0.0,114.0
1020,170,18.0,6,0.0,134.0
1200,200,44.0,6,4.0,160.0
1500,250,72.0,6,2.0,196.0
1800,300,72.0,6,-2.0,246.0
2400,400,82.0,6,2.0,318.0
3000,500,132.0,6,0.0,370.0
3600,600,124.0,6,0.0,466.0
4200,700,164.0,6,4.0,528.0
4800,800,212.0,6,0.0,606.0
5400,900,256.0,6,0.0,666.0
6000,1000,292.0,6,0.0,728.0
7200,1200,392.0,6,2.0,848.0
8400,1400,446.0,6,0.0,962.0
10200,1700,626.0,6,-4.0,1110.0
12000,2000,816.0,6,-2.0,1226.0
15000,2500,1172.0,6,-2.0,1404.0
18000,3000,1432.0,6,6.0,1540.0
24000,4000,2154.0,6,2.0,1858.0
30000,5000,2904.0,6,4.0,2076.0
36000,6000,3538.0,6,0.0,2274.0
42000,7000,4280.0,6,0.0,2524.0
48000,8000,4970.0,6,-2.0,2716.0
54000,9000,5678.0,6,4.0,2886.0
60000,10000,6578.0,6,2.0,3066.0
