steps,episode,total_return,episode_len,episode_return,total_regret
20,1,10.0,20,10.0,2.0
40,2,6.0,20,-4.0,2.0
60,3,8.0,20,2.0,2.0
80,4,10.0,20,2.0,4.0
100,5,16.0,20,6.0,4.0
120,6,18.0,20,2.0,4.0
140,7,16.0,20,-2.0,4.0
160,8,22.0,20,6.0,4.0
180,9,22.0,20,0.0,6.0
200,10,14.0,20,-8.0,6.0
240,12,12.0,20,-2.0,8.0
280,14,18.0,20,4.0,10.0
340,17,28.0,20,0.0,14.0
400,20,24.0,20,-4.0,14.0
500,25,28.0,20,4.0,16.0
600,30,36.0,20,-4.0,22.0
800,40,30.0,20,-2.0,34.0
1000,50,30.0,20,2.0,44.0
1200,60,26.0,20,-4.0,56.0
1400,70,50.0,20,2.0,64.0
1600,80,28.0,20,2.0,72.0
1800,90,26.0,20,0.0,82.0
2000,100,22.0,20,4.0,96.0
2400,120,10.0,20,-2.0,114.0
2800,140,34.0,20,2.0,138.0
3400,170,84.0,20,0.0,172.0
4000,200,82.0,20,-2.0,202.0
5000,250,26.0,20,6.0,256.0
6000,300,36.0,20,-4.0,298.0
8000,400,8.0,20,-2.0,414.0
10000,500,0.0,20,-8.0,516.0
12000,600,50.0,20,4.0,616.0
14000,700,100.0,20,2.0,706.0
16000,800,22.0,20,-8.0,796.0
18000,900,-42.0,20,2.0,890.0
20000,1000,38.0,20,-2.0,992.0
24000,1200,38.0,20,4.0,1208.0
28000,1400,92.0,20,-6.0,1416.0
34000,1700,94.0,20,0.0,1720.0
40000,2000,186.0,20,0.0,2006.0
50000,2500,148.0,20,2.0,2516.0
60000,3000,236.0,20,2.0,3016.0
80000,4000,486.0,20,4.0,3894.0
100000,5000,402.0,20,-2.0,4836.0
120000,6000,796.0,20,-6.0,5742.0
140000,7000,760.0,20,12.0,6652.0
160000,8000,938.0,20,-2.0,7510.0
180000,9000,976.0,20,2.0,8418.0
200000,10000,1064.0,20,-8.0,9364.0
