steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,22.897708093452763,33,22.897708093452763,32.0,32.0
68,2,26.662463569140794,35,3.7647554756880357,66.0,34.0
105,3,81.53631042275781,37,54.87384685361707,102.0,36.0
137,4,126.28287233914789,32,44.74656191639008,133.0,36.0
171,5,168.53832786859834,34,42.255455529450394,166.0,36.0
203,6,221.96795969232994,32,53.429631823731654,197.0,36.0
237,7,278.4692070809827,34,56.501247388652764,230.0,36.0
271,8,312.6686420717484,34,34.19943499076582,263.0,36.0
302,9,327.8227047962035,31,15.154062724455073,293.0,36.0
333,10,334.9258990043885,31,7.103194208185077,323.0,36.0
407,12,437.5467261699212,39,67.43653428117008,395.0,38.0
474,14,527.2409955936905,33,46.10774728083216,460.0,38.0
583,17,636.5425382256834,44,62.79012179100852,566.0,43.0
693,20,717.1367794194312,34,31.76428146703489,673.0,43.0
991,25,998.8643113791369,41,47.675823681252766,966.0,77.0
1342,30,1317.6609047417974,48,59.00970299754111,1312.0,113.0
2241,40,2239.9632862161375,129,74.15050005735054,2201.0,138.0
3950,50,4150.793195783737,199,196.99825160328675,3900.0,198.0
5881,60,6254.256109979568,195,250.5272067363238,5821.0,223.0
8215,70,8527.986621920154,235,258.34175444770193,8145.0,254.0
10535,80,10692.104672349491,218,245.56759331263245,10455.0,300.0
12948,90,13043.301652741146,201,239.26768171300577,12858.0,300.0
15587,100,15764.54949729806,270,345.7491887169988,15487.0,320.0
21559,120,21446.46534486245,328,335.99132784216033,21439.0,417.0
27608,140,27418.66784016419,80,60.18830946946251,27468.0,497.0
41632,170,41183.70494744566,442,364.89043437121984,41462.0,865.0
61448,200,61262.76557608949,679,668.9750312386075,61248.0,962.0
105354,250,105762.39343023667,1001,1172.1347319656802,105139.0,1001.0
145185,300,144738.35953960818,215,180.02267709736523,144950.0,1001.0
225791,400,224792.08709584494,1001,1056.5500169622564,225524.0,1001.0
303347,500,300750.6065646928,1001,984.3263220786428,303045.0,1001.0
380111,600,377490.084026836,1001,1078.4585038509874,379746.0,1001.0
448092,700,444894.06361741695,1001,1062.5121882029061,447667.0,1001.0
515851,800,513662.8932511509,714,667.7086403529484,515354.0,1001.0
584749,900,582682.6301104401,76,120.13189094007501,584180.0,1001.0
653004,1000,650941.2120425825,1001,836.4734336434511,652363.0,1001.0
