steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,20.031571134555463,32,20.031571134555463,31.0,31.0
70,2,55.1531470290548,38,35.121575894499344,68.0,37.0
105,3,126.35175813673196,35,71.19861110767715,102.0,37.0
136,4,189.84552430286917,31,63.49376616613726,132.0,37.0
167,5,230.84380431242514,31,40.99828000955594,162.0,37.0
201,6,240.83795164500583,34,9.99414733258066,195.0,37.0
239,7,307.46838704906634,38,66.63043540406026,232.0,37.0
278,8,345.68255397394825,39,38.21416692488178,270.0,38.0
319,9,375.19314774048047,41,29.510593766532196,310.0,40.0
362,10,437.3567344009404,43,62.163586660459856,352.0,42.0
441,12,596.6453116052959,41,84.2828745289472,429.0,42.0
513,14,680.0392338768258,35,19.28172910632055,499.0,42.0
659,17,826.5789039316363,59,38.9988383894672,642.0,58.0
868,20,1023.2342853608461,45,9.744969686441632,848.0,102.0
1185,25,1294.1018010404605,52,33.50877441611431,1160.0,102.0
1664,30,1780.5204497110199,136,124.56171805579395,1634.0,135.0
2947,40,2962.1061564009424,130,97.13061464511665,2907.0,208.0
7276,50,7210.8902851160565,450,475.90151851694503,7226.0,759.0
12479,60,12125.82829069211,329,309.4028185064009,12420.0,1001.0
14827,70,14299.230256330435,291,272.13004516150824,14758.0,1001.0
18557,80,18364.336273108005,184,279.4633333294565,18478.0,1001.0
22227,90,21804.396519816008,317,240.81654894641488,22138.0,1001.0
25955,100,25470.251294178102,331,307.8817035223697,25856.0,1001.0
34419,120,33729.74639204522,580,574.4645028930304,34302.0,1001.0
53215,140,52343.66058965704,1001,931.8778536650306,53095.0,1001.0
76631,170,75142.93173269798,528,573.1221145235738,76500.0,1001.0
99700,200,97688.77310458622,1001,952.4049440876415,99549.0,1001.0
140455,250,137793.54340192248,578,427.6719733067919,140287.0,1001.0
181729,300,179018.07506361586,1001,1296.9175991903433,181541.0,1001.0
261933,400,259665.55614450015,311,324.24631472262905,261706.0,1001.0
335503,500,333444.07154329884,587,484.83572075260395,335210.0,1001.0
405574,600,404285.4298259983,808,846.4889464761112,405232.0,1001.0
473077,700,471061.54043415905,1001,924.7698878543973,472678.0,1001.0
543943,800,542478.2735144753,335,376.16318154136803,543495.0,1001.0
622700,900,622441.0523908546,1001,1093.7920272037857,622192.0,1001.0
694795,1000,693440.98841262,265,230.76168483148254,694231.0,1001.0
