steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
66,2,64.0,33,32.0,64.0,32.0
102,3,99.0,36,35.0,99.0,35.0
138,4,134.0,36,35.0,134.0,35.0
169,5,164.0,31,30.0,164.0,35.0
201,6,195.0,32,31.0,195.0,35.0
237,7,230.0,36,35.0,230.0,35.0
269,8,261.0,32,31.0,261.0,35.0
299,9,290.0,30,29.0,290.0,35.0
333,10,323.0,34,33.0,323.0,35.0
405,12,393.0,32,31.0,393.0,39.0
479,14,465.0,39,38.0,465.0,39.0
645,17,628.0,61,60.0,628.0,60.0
811,20,791.0,31,30.0,791.0,102.0
1107,25,1082.0,64,63.0,1082.0,102.0
1859,30,1829.0,163,162.0,1829.0,185.0
3480,40,3440.0,162,161.0,3440.0,271.0
8283,50,8233.0,608,607.0,8233.0,916.0
13494,60,13434.0,266,265.0,13434.0,916.0
17374,70,17304.0,498,497.0,17304.0,916.0
24272,80,24192.0,832,831.0,24192.0,962.0
31791,90,31702.0,871,870.0,31702.0,1001.0
40739,100,40647.0,791,790.0,40647.0,1001.0
59410,120,59316.0,1001,1001.0,59316.0,1001.0
74274,140,74173.0,1001,1001.0,74173.0,1001.0
96344,170,96234.0,34,33.0,96234.0,1001.0
107316,200,107184.0,48,47.0,107184.0,1001.0
130071,250,129899.0,1001,1001.0,129899.0,1001.0
161073,300,160872.0,931,930.0,160872.0,1001.0
235912,400,235666.0,1001,1001.0,235666.0,1001.0
291705,500,291403.0,519,518.0,291403.0,1001.0
355414,600,355038.0,934,933.0,355038.0,1001.0
416648,700,416194.0,293,292.0,416194.0,1001.0
465390,800,464857.0,1001,1001.0,464857.0,1001.0
532645,900,532056.0,282,281.0,532056.0,1001.0
573546,1000,572882.0,361,360.0,572882.0,1001.0
