steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
14,1,-0.005714285714285714,14,-0.005714285714285714,1,0
28,2,-0.011428571428571429,14,-0.005714285714285714,2,0
42,3,1.0756003988853071,14,1.0870289703138785,3,0
56,4,0.1436837651103403,14,-0.9319166337749671,4,0
70,5,0.1401123365389117,14,-0.0035714285714285713,5,0
84,6,0.1372551936817688,14,-0.002857142857142857,6,0
98,7,0.13439805082462591,14,-0.002857142857142857,7,0
112,8,0.1308266222531973,14,-0.0035714285714285713,8,0
126,9,0.12439805082462581,14,-0.0064285714285714285,9,0
140,10,0.11868376511034014,14,-0.005714285714285714,10,0
168,12,0.10725519368176879,14,-0.005714285714285714,12,0
196,14,0.09439805082462603,14,-0.0064285714285714285,14,0
238,17,0.07725519368176902,14,-0.005,17,0
280,20,1.8214340989568998,14,-0.0064285714285714285,20,0
350,25,3.3919856795319925,14,0.7329759452534692,25,0
420,30,2.5598512349973492,14,-0.08382939930506514,30,0
560,40,3.404716113578504,14,-2.0641229654565865,39,0
700,50,2.7976143123763766,14,0.011194681672162095,49,0
840,60,3.258464672222569,14,0.7953474119983015,58,0
980,70,4.456212895025353,14,-1.2610636614099489,68,0
1120,80,5.844560319217667,14,2.0943335467450765,77,0
1260,90,3.935829697032573,14,-0.002857142857142857,86,0
1400,100,2.103086280371145,14,-0.20999976667831516,96,0
1680,120,0.5885200735078984,14,-0.9401324252245238,115,0
1960,140,6.344098016477796,14,0.2104514927544302,135,0
2380,170,11.833085409884125,14,2.2793348732046628,162,0
2800,200,8.411698632989633,14,-1.2971375342611997,190,0
3500,250,9.739803222182552,14,-0.8386166768405036,237,0
4200,300,15.02775805734873,14,-0.0064285714285714285,285,0
5600,400,17.28890261849791,14,-1.7387853516374288,379,0
7000,500,9.210653972279726,14,0.21437264616812693,474,0
8400,600,8.192971845035013,14,0.07123975372434341,567,0
9800,700,2.3899846191518375,14,0.504382752187199,657,0
11200,800,16.875518248629785,14,0.6984003126901372,754,0
12600,900,0.6047935069806738,14,-2.0201730047673894,848,0
14000,1000,1.6442314818000843,14,-1.953054397981736,941,0
16800,1200,19.081010614858233,14,-0.004285714285714286,1131,0
19600,1400,8.264548903843856,14,-0.005,1319,0
23800,1700,9.409918004838845,14,0.7994026669979318,1604,0
28000,2000,5.794785276693769,14,-0.005714285714285714,1888,0
35000,2500,1.5740243648740453,14,0.15185628861128914,2361,0
42000,3000,17.028934325906683,14,-0.00979775523210093,2835,0
56000,4000,-18.94086608214469,14,-0.0035714285714285713,3781,0
70000,5000,-30.680651275633497,14,-0.39092013033353823,4725,0
84000,6000,-50.88234576344706,14,1.328011701329508,5671,0
98000,7000,-59.51386500955139,14,0.3074665913345579,6614,0
112000,8000,-84.4141241461401,14,-0.0035714285714285713,7567,0
126000,9000,-98.54023528893876,14,-0.0064285714285714285,8503,0
140000,10000,-116.38946918026761,14,-0.004285714285714286,9446,0
