steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
68,2,66.0,36,35.0,66.0,35.0
105,3,102.0,37,36.0,102.0,36.0
138,4,134.0,33,32.0,134.0,36.0
170,5,165.0,32,31.0,165.0,36.0
203,6,197.0,33,32.0,197.0,36.0
238,7,231.0,35,34.0,231.0,36.0
268,8,260.0,30,29.0,260.0,36.0
301,9,292.0,33,32.0,292.0,36.0
333,10,323.0,32,31.0,323.0,36.0
409,12,397.0,37,36.0,397.0,38.0
479,14,465.0,36,35.0,465.0,38.0
644,17,627.0,29,28.0,627.0,101.0
838,20,818.0,63,62.0,818.0,101.0
1074,25,1049.0,68,67.0,1049.0,101.0
1881,30,1851.0,228,227.0,1851.0,240.0
5252,40,5212.0,363,362.0,5212.0,476.0
8949,50,8899.0,431,430.0,8899.0,476.0
13373,60,13313.0,315,314.0,13313.0,932.0
19256,70,19187.0,514,513.0,19187.0,1001.0
23951,80,23872.0,220,219.0,23872.0,1001.0
29281,90,29193.0,448,447.0,29193.0,1001.0
38994,100,38905.0,1001,1001.0,38905.0,1001.0
54890,120,54794.0,1001,1001.0,54794.0,1001.0
70748,140,70640.0,1001,1001.0,70640.0,1001.0
92129,170,92006.0,114,113.0,92006.0,1001.0
115445,200,115311.0,1001,1001.0,115311.0,1001.0
156892,250,156742.0,728,727.0,156742.0,1001.0
195593,300,195425.0,855,854.0,195425.0,1001.0
266845,400,266626.0,1001,1001.0,266626.0,1001.0
348310,500,348060.0,82,81.0,348060.0,1001.0
418401,600,418096.0,1001,1001.0,418096.0,1001.0
486490,700,486129.0,936,935.0,486129.0,1001.0
559161,800,558737.0,578,577.0,558737.0,1001.0
628978,900,628493.0,1001,1001.0,628493.0,1001.0
683140,1000,682582.0,1001,1001.0,682582.0,1001.0
