steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
18,1,-0.005555555555555556,18,-0.005555555555555556,1,0
36,2,-0.012222222222222223,18,-0.006666666666666667,2,0
54,3,-0.01888888888888889,18,-0.006666666666666667,3,0
72,4,0.8225829725963616,18,0.8414718614852504,4,0
90,5,0.8181385281519173,18,-0.0044444444444444444,5,0
108,6,0.38102272452646996,18,-0.43711580362544755,6,0
126,7,0.37713383563758124,18,-0.003888888888888889,7,0
144,8,0.37046716897091486,18,-0.006666666666666667,8,0
162,9,1.5587109817466713,18,1.1882438127757564,9,0
180,10,1.551488759524448,18,-0.007222222222222223,10,0
216,12,0.9649863850459908,18,-0.5809468189229002,12,0
252,14,-0.786426309315509,18,-0.0044444444444444444,14,0
306,17,0.2855486790768519,18,-0.003888888888888889,17,0
360,20,-0.68693848595589,18,-0.005,20,0
450,25,-1.463340820758726,18,-0.8968915712939766,25,0
540,30,-3.791731396887465,18,-0.4037799972343567,30,0
720,40,-4.323239390398498,18,-0.0044444444444444444,40,0
900,50,-4.37268383484295,18,-0.006111111111111111,50,0
1080,60,-4.431572723731848,18,-0.005555555555555556,59,0
1260,70,-5.483206295930557,18,-0.005555555555555556,69,0
1440,80,-5.215007481392167,18,-0.005555555555555556,78,0
1620,90,-5.266118592503286,18,-0.005555555555555556,87,0
1800,100,-5.668602681186303,18,-0.007222222222222223,97,0
2160,120,-5.773047125630764,18,-0.006666666666666667,115,0
2520,140,-6.248284143103181,18,-0.005,133,0
3060,170,-7.534762920262505,18,-0.005555555555555556,162,0
3600,200,-6.532510543537796,18,-0.003888888888888889,190,0
4500,250,-6.680518306159496,18,-0.003888888888888889,237,0
5400,300,-7.08709939325206,18,-0.005555555555555556,285,0
7200,400,-5.417237878583805,18,-1.5081323716132045,379,0
9000,500,-9.49705297660973,18,-0.005555555555555556,471,0
10800,600,-8.003000488764968,18,-1.6927731583749406,569,0
12600,700,-12.420513834434999,18,-0.3666177383667506,663,0
14400,800,-12.418778405280218,18,1.3497335507525563,758,0
16200,900,-8.344231396657142,18,-0.006111111111111111,850,0
18000,1000,-8.4588971985506,18,-0.1457576282611334,948,0
21600,1200,-7.461738125667903,18,-0.0044444444444444444,1139,0
25200,1400,-27.187945126891552,18,-0.005555555555555556,1328,0
30600,1700,-35.43372738975832,18,-0.005,1620,0
36000,2000,-27.664581649525665,18,0.39353842110037945,1906,0
45000,2500,-37.15678413894656,18,-0.7078868015890885,2382,0
54000,3000,-29.4462721351072,18,-0.005,2860,0
72000,4000,-28.199862736261068,18,-0.10590692668878807,3817,0
90000,5000,-46.26599289064992,18,-0.002777777777777778,4772,0
108000,6000,-52.39728002579198,18,1.3600339666570844,5738,0
126000,7000,-51.92632023645291,18,-0.005555555555555556,6694,0
144000,8000,-51.55775746949693,18,-1.2511608125017184,7651,0
162000,9000,4.331323261123694,18,0.4761178244518079,8594,0
180000,10000,-24.054641867254823,18,-0.006111111111111111,9515,0
