steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,32.41359059877836,34,32.41359059877836,33.0,33.0
69,2,65.93657705874725,35,33.5229864599689,67.0,34.0
105,3,100.61711144152594,36,34.6805343827787,102.0,35.0
140,4,135.03476139144422,35,34.41764994991832,136.0,35.0
174,5,167.53399890700274,34,32.49923751555853,169.0,35.0
207,6,199.20631345226028,33,31.672314545257542,201.0,35.0
237,7,227.85405501057198,30,28.647741558311832,230.0,35.0
274,8,262.7843796092892,37,34.93032459871725,266.0,36.0
306,9,292.6253356510433,32,29.840956041754005,297.0,36.0
339,10,325.01269197716465,33,32.387356326121306,329.0,36.0
410,12,393.5451448400139,37,35.39624374510107,398.0,36.0
486,14,468.1463702179295,38,37.08102868512476,472.0,37.0
670,17,650.3494220570349,28,27.31967624069841,653.0,105.0
823,20,801.2974424253968,84,83.25924780759561,803.0,105.0
1305,25,1277.6389439665277,46,45.072451909319255,1280.0,214.0
1804,30,1771.8403508942981,88,87.16150450138643,1774.0,214.0
4019,40,3976.755860780892,284,282.6653368549265,3979.0,301.0
9603,50,9561.700878612346,590,588.9214479195904,9553.0,627.0
15075,60,15031.214748224469,394,394.57965255849064,15015.0,694.0
19027,70,18963.836180473296,407,407.09875956909593,18957.0,694.0
22684,80,22609.660163544846,410,407.8626767110635,22604.0,694.0
26764,90,26677.78164501028,503,503.12336729838967,26674.0,694.0
32574,100,32483.215697079468,652,652.0684530366508,32474.0,938.0
46573,120,46468.03599509049,895,899.4185728272139,46459.0,1001.0
56973,140,56864.11081164607,271,272.8009517675238,56840.0,1001.0
78465,170,78323.58248470516,42,40.92934098883568,78315.0,1001.0
97825,200,97701.63640501846,1001,999.3057507979107,97658.0,1001.0
124197,250,124030.47168590096,659,656.2390222063126,123984.0,1001.0
163454,300,163230.80750246832,52,49.812504115365975,163216.0,1001.0
247547,400,247253.72611176048,853,847.9465542036884,247276.0,1001.0
315626,500,315335.91868949635,250,250.5599998672523,315302.0,1001.0
391848,600,391517.3491557166,905,903.8864673913808,391476.0,1001.0
464283,700,463931.17116218945,1001,1000.6225924512333,463864.0,1001.0
540579,800,540154.9648522598,1001,999.5717345277939,540107.0,1001.0
610208,900,609742.0621683939,1001,1001.5576649883923,609691.0,1001.0
681135,1000,680583.2334564399,875,873.6004973213662,680550.0,1001.0
