steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
66,2,64.0,33,32.0,64.0,32.0
101,3,98.0,35,34.0,98.0,34.0
133,4,129.0,32,31.0,129.0,34.0
166,5,161.0,33,32.0,161.0,34.0
199,6,193.0,33,32.0,193.0,34.0
235,7,228.0,36,35.0,228.0,35.0
268,8,260.0,33,32.0,260.0,35.0
298,9,289.0,30,29.0,289.0,35.0
334,10,324.0,36,35.0,324.0,35.0
410,12,398.0,38,37.0,398.0,37.0
481,14,467.0,39,38.0,467.0,38.0
628,17,611.0,66,65.0,611.0,65.0
743,20,723.0,47,46.0,723.0,65.0
1112,25,1087.0,39,38.0,1087.0,149.0
1459,30,1429.0,114,113.0,1429.0,149.0
2749,40,2709.0,199,198.0,2709.0,198.0
5998,50,5948.0,321,320.0,5948.0,504.0
9504,60,9444.0,351,350.0,9444.0,504.0
13644,70,13574.0,475,474.0,13574.0,652.0
18234,80,18154.0,540,539.0,18154.0,652.0
23801,90,23711.0,741,740.0,23711.0,740.0
29895,100,29796.0,742,741.0,29796.0,1001.0
43697,120,43580.0,845,844.0,43580.0,1001.0
58868,140,58735.0,549,548.0,58735.0,1001.0
81300,170,81148.0,715,714.0,81148.0,1001.0
105441,200,105275.0,1001,1001.0,105275.0,1001.0
141167,250,140980.0,1001,1001.0,140980.0,1001.0
178928,300,178715.0,414,413.0,178715.0,1001.0
233214,400,232914.0,945,944.0,232914.0,1001.0
304257,500,303903.0,1001,1001.0,303903.0,1001.0
379384,600,378985.0,218,217.0,378985.0,1001.0
443099,700,442634.0,324,323.0,442634.0,1001.0
514838,800,514302.0,1001,1001.0,514302.0,1001.0
593465,900,592866.0,983,982.0,592866.0,1001.0
671358,1000,670702.0,357,356.0,670702.0,1001.0
