steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
16,1,-0.004375,16,-0.004375,1,0
32,2,-0.009375,16,-0.005,2,0
48,3,-0.013125000000000003,16,-0.0037500000000000003,2,0
64,4,-0.018750000000000006,16,-0.005625,3,0
80,5,-0.025625000000000012,16,-0.006874999999999999,4,0
96,6,-0.030625000000000017,16,-0.005,5,0
112,7,-0.03562500000000002,16,-0.005,6,0
128,8,-0.042500000000000024,16,-0.006874999999999999,7,0
144,9,-0.04812500000000003,16,-0.005625,7,0
160,10,-0.054375000000000034,16,-0.0062499999999999995,8,0
192,12,-0.06562500000000004,16,-0.005,10,0
224,14,0.8029488075261727,16,0.8735738075261728,12,0
272,17,0.786698807526173,16,-0.005625,15,0
320,20,0.4115426048232108,16,-0.006874999999999999,18,0
400,25,0.960074512899114,16,-0.4909234521993898,22,0
480,30,3.680007187170471,16,0.39310585915254914,27,0
640,40,6.26960733320266,16,0.2942383994605858,37,0
800,50,5.058174702816808,16,-0.8974280955316347,47,0
960,60,3.666256357175577,16,-1.0020859773012427,55,0
1120,70,3.162535482736598,16,-0.8609987279562419,64,0
1280,80,1.427096676171539,16,-0.007499999999999999,74,0
1440,90,5.391797061580708,16,-0.7750026704205464,84,0
1600,100,11.094544146623683,16,1.3497436457695573,94,0
1920,120,14.87131396371136,16,1.272203222909929,114,0
2240,140,18.980842572349047,16,-0.4832530966647384,134,0
2720,170,21.702791590563415,16,-1.1413946335517617,160,0
3200,200,21.2023793159976,16,-1.1808128083647231,187,0
4000,250,30.66524304792264,16,0.9859335530575073,237,0
4800,300,27.964642659009563,16,-0.18252127523065928,284,0
6400,400,25.819522824622265,16,-1.5721724339309096,381,0
8000,500,21.952711797671665,16,-0.6111050452218013,478,0
9600,600,15.972652600593078,16,-0.9127064340723621,573,0
11200,700,15.621089879156559,16,-0.20994161873855924,667,0
12800,800,12.689766978044474,16,0.9735537363502087,764,0
14400,900,6.5155464519045925,16,-2.1800853951979744,863,0
16000,1000,1.3837511134562641,16,-0.005625,960,0
19200,1200,-2.3301848282093447,16,-0.004375,1148,0
22400,1400,-2.94856036514642,16,-0.3778125616880178,1343,0
27200,1700,2.4938945480042434,16,0.8908273561333685,1633,0
32000,2000,1.0029162331961978,16,-0.005,1918,0
40000,2500,-22.34095968343863,16,-0.005,2395,0
48000,3000,-30.609276996718503,16,-0.004375,2862,0
64000,4000,-41.99338885415028,16,-0.005625,3805,0
80000,5000,-57.46403693614002,16,-0.006874999999999999,4747,0
96000,6000,-71.03616993612336,16,-0.005,5714,0
112000,7000,-54.88023995702338,16,0.519027788398936,6680,0
128000,8000,-23.88609121600377,16,0.9325589435452255,7637,0
144000,9000,9.723776192320013,16,-0.10422959025366586,8592,0
160000,10000,27.73630519179418,16,-0.7347297291459887,9552,0
