steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,33.0,34,33.0,33.0,33.0
69,2,67.0,35,34.0,67.0,34.0
103,3,100.0,34,33.0,100.0,34.0
139,4,135.0,36,35.0,135.0,35.0
172,5,167.0,33,32.0,167.0,35.0
203,6,197.0,31,30.0,197.0,35.0
239,7,232.0,36,35.0,232.0,35.0
269,8,261.0,30,29.0,261.0,35.0
301,9,292.0,32,31.0,292.0,35.0
333,10,323.0,32,31.0,323.0,35.0
406,12,394.0,37,36.0,394.0,36.0
472,14,458.0,34,33.0,458.0,36.0
652,17,635.0,97,96.0,635.0,96.0
782,20,762.0,36,35.0,762.0,96.0
1183,25,1158.0,106,105.0,1158.0,123.0
1645,30,1615.0,130,129.0,1615.0,129.0
3723,40,3683.0,233,232.0,3683.0,294.0
6919,50,6869.0,369,368.0,6869.0,443.0
10961,60,10901.0,390,389.0,10901.0,506.0
14045,70,13975.0,316,315.0,13975.0,506.0
18103,80,18023.0,364,363.0,18023.0,506.0
22211,90,22121.0,415,414.0,22121.0,629.0
25562,100,25462.0,201,200.0,25462.0,804.0
34903,120,34783.0,434,433.0,34783.0,815.0
45846,140,45707.0,717,716.0,45707.0,1001.0
67710,170,67555.0,1001,1001.0,67555.0,1001.0
92633,200,92467.0,1001,1001.0,92467.0,1001.0
132905,250,132719.0,418,417.0,132719.0,1001.0
164082,300,163860.0,87,86.0,163860.0,1001.0
236997,400,236724.0,1001,1001.0,236724.0,1001.0
285502,500,285158.0,289,288.0,285158.0,1001.0
339127,600,338711.0,1001,1001.0,338711.0,1001.0
418353,700,417869.0,302,301.0,417869.0,1001.0
486252,800,485716.0,692,691.0,485716.0,1001.0
553804,900,553185.0,178,177.0,553185.0,1001.0
614643,1000,613949.0,130,129.0,613949.0,1001.0
