steps,episode,total_return,episode_len,episode_return,total_regret
100,1,4.0,100,4.0,0.0
200,2,0.0,100,-4.0,2.0
300,3,6.0,100,6.0,4.0
400,4,2.0,100,-4.0,6.0
500,5,8.0,100,6.0,6.0
600,6,22.0,100,14.0,8.0
700,7,24.0,100,2.0,10.0
800,8,26.0,100,2.0,10.0
900,9,34.0,100,8.0,12.0
1000,10,28.0,100,-6.0,14.0
1200,12,52.0,100,14.0,14.0
1400,14,48.0,100,-10.0,16.0
1700,17,44.0,100,12.0,20.0
2000,20,70.0,100,12.0,26.0
2500,25,50.0,100,0.0,26.0
3000,30,48.0,100,-12.0,34.0
4000,40,38.0,100,-8.0,46.0
5000,50,42.0,100,-6.0,48.0
6000,60,4.0,100,0.0,58.0
7000,70,6.0,100,-4.0,68.0
8000,80,14.0,100,-4.0,74.0
9000,90,14.0,100,0.0,84.0
10000,100,22.0,100,0.0,94.0
12000,120,66.0,100,12.0,108.0
14000,140,116.0,100,8.0,134.0
17000,170,176.0,100,-6.0,176.0
20000,200,158.0,100,-4.0,210.0
25000,250,224.0,100,-2.0,268.0
30000,300,258.0,100,-10.0,306.0
40000,400,304.0,100,6.0,416.0
50000,500,128.0,100,10.0,506.0
60000,600,82.0,100,-8.0,602.0
70000,700,200.0,100,0.0,692.0
80000,800,284.0,100,-14.0,790.0
90000,900,294.0,100,2.0,886.0
100000,1000,316.0,100,2.0,996.0
120000,1200,294.0,100,-2.0,1184.0
140000,1400,252.0,100,6.0,1378.0
170000,1700,320.0,100,-22.0,1706.0
200000,2000,724.0,100,-6.0,2018.0
250000,2500,918.0,100,-2.0,2476.0
300000,3000,892.0,100,6.0,2960.0
400000,4000,934.0,100,10.0,3922.0
500000,5000,1092.0,100,4.0,4926.0
600000,6000,758.0,100,14.0,5900.0
700000,7000,1108.0,100,0.0,6896.0
800000,8000,906.0,100,-6.0,7946.0
900000,9000,1246.0,100,-8.0,8972.0
1000000,10000,1254.0,100,-24.0,9932.0
