steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,34.96589476484116,34,34.96589476484116,33.0,33.0
68,2,65.35547332144496,34,30.389578556603816,66.0,33.0
104,3,102.5378678973988,36,37.18239457595381,101.0,35.0
134,4,130.90793086139615,30,28.370062963997377,130.0,35.0
167,5,161.49737628863272,33,30.589445427236566,162.0,35.0
202,6,196.214744525862,35,34.71736823722928,196.0,35.0
238,7,234.12173106881437,36,37.90698654295242,231.0,35.0
268,8,264.27061960987436,30,30.148888541059936,260.0,35.0
300,9,291.58568961214075,32,27.315070002266285,291.0,35.0
332,10,323.616344827491,32,32.03065521535016,322.0,35.0
413,12,406.16367223505796,39,39.74241511918815,401.0,41.0
518,14,509.79348174712203,66,66.72527643095388,504.0,65.0
651,17,642.4241357787513,32,32.61274468328494,634.0,71.0
901,20,885.6458740943887,64,61.598130343759564,881.0,130.0
1344,25,1327.311881217868,248,247.79326965384988,1319.0,247.0
2773,30,2741.258311923812,378,378.8071337121488,2743.0,398.0
10644,40,10587.731786560422,687,696.1385708043282,10609.0,1001.0
17483,50,17438.62816895882,1001,1011.466371492478,17440.0,1001.0
21851,60,21808.319158470505,207,214.34529791581306,21799.0,1001.0
25601,70,25577.160678027805,599,604.3212957373568,25539.0,1001.0
31307,80,31315.698748155286,691,706.4312260579381,31235.0,1001.0
37813,90,37813.195199950685,568,561.9327466361461,37731.0,1001.0
45264,100,45255.096458189095,1001,991.4925666676899,45176.0,1001.0
59890,120,59982.36796785661,1001,1008.3982030546086,59792.0,1001.0
77350,140,77374.50280627095,1001,991.9668906370069,77242.0,1001.0
103243,170,103308.74432865386,174,170.4658483378728,103128.0,1001.0
126210,200,126183.54028058349,960,968.0127204292896,126081.0,1001.0
166592,250,166507.75536308985,1001,970.0426363110151,166432.0,1001.0
211002,300,210861.38109678638,1001,1021.3622764443736,210827.0,1001.0
287987,400,287840.79764805204,1001,987.939591482972,287757.0,1001.0
370855,500,370626.20631660265,911,904.4376769199098,370596.0,1001.0
446154,600,445810.72707684344,49,49.518318335257,445855.0,1001.0
522315,700,521818.2460990161,643,633.6483648068206,521970.0,1001.0
604294,800,603752.1097172312,1001,1005.0527655469982,603908.0,1001.0
687334,900,686750.3171537785,936,941.0634422047165,686901.0,1001.0
758654,1000,758029.1954010115,552,543.9158711390626,758178.0,1001.0
