steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,32.0,33,32.0,32.0,32.0
68,2,66.0,35,34.0,66.0,34.0
103,3,100.0,35,34.0,100.0,34.0
136,4,132.0,33,32.0,132.0,34.0
168,5,163.0,32,31.0,163.0,34.0
202,6,196.0,34,33.0,196.0,34.0
237,7,230.0,35,34.0,230.0,34.0
272,8,264.0,35,34.0,264.0,34.0
316,9,307.0,44,43.0,307.0,43.0
348,10,338.0,32,31.0,338.0,43.0
412,12,400.0,30,29.0,400.0,43.0
479,14,465.0,34,33.0,465.0,43.0
594,17,577.0,36,35.0,577.0,43.0
826,20,806.0,119,118.0,806.0,118.0
1067,25,1042.0,62,61.0,1042.0,118.0
1354,30,1324.0,33,32.0,1324.0,126.0
3084,40,3044.0,405,404.0,3044.0,404.0
5836,50,5786.0,255,254.0,5786.0,474.0
9858,60,9798.0,528,527.0,9798.0,663.0
14656,70,14586.0,437,436.0,14586.0,757.0
19000,80,18920.0,521,520.0,18920.0,794.0
25527,90,25440.0,344,343.0,25440.0,1001.0
29639,100,29544.0,191,190.0,29544.0,1001.0
47510,120,47411.0,1001,1001.0,47411.0,1001.0
62544,140,62437.0,852,851.0,62437.0,1001.0
86152,170,86034.0,518,517.0,86034.0,1001.0
106243,200,106109.0,293,292.0,106109.0,1001.0
146584,250,146427.0,1001,1001.0,146427.0,1001.0
188592,300,188415.0,38,37.0,188415.0,1001.0
255587,400,255352.0,1001,1001.0,255352.0,1001.0
328845,500,328558.0,1001,1001.0,328558.0,1001.0
393298,600,392946.0,292,291.0,392946.0,1001.0
471279,700,470884.0,1001,1001.0,470884.0,1001.0
551485,800,551054.0,1001,1001.0,551054.0,1001.0
620023,900,619531.0,1001,1001.0,619531.0,1001.0
688918,1000,688367.0,229,228.0,688367.0,1001.0
