steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
34,1,-0.005294117647058822,34,-0.005294117647058822,1,0
68,2,-0.009999999999999993,34,-0.004705882352941176,2,0
102,3,-0.01529411764705881,34,-0.005294117647058822,3,0
136,4,-0.02058823529411763,34,-0.005294117647058822,4,0
170,5,-0.02617647058823527,34,-0.005588235294117646,5,0
204,6,-0.032058823529411744,34,-0.005882352941176469,6,0
238,7,-0.0370588235294118,34,-0.004999999999999999,7,0
272,8,-0.04029411764705889,34,-0.0032352941176470593,8,0
306,9,0.12690961664168623,34,0.16720373428874516,9,0
340,10,0.12220373428874504,34,-0.004705882352941176,10,0
408,12,0.4432197613099402,34,0.32601602702119503,12,0
476,14,0.14554082136964938,34,0.17839944294181442,14,0
578,17,0.13142317431082537,34,-0.005294117647058822,17,0
680,20,-0.7346692566868688,34,-0.8540336074682823,20,0
850,25,-0.9409884545008862,34,-0.5023333025260105,25,0
1020,30,-2.353523287675276,34,-0.004705882352941176,30,0
1360,40,-2.40234681708707,34,-0.005882352941176469,40,0
1700,50,-2.450287993557687,34,-0.005588235294117646,50,0
2040,60,-1.6953725273570732,34,-0.007352941176470585,60,0
2380,70,-1.744784292062948,34,-0.005882352941176469,70,0
2720,80,-1.8009607626511746,34,-0.005588235294117646,79,0
3060,90,-1.8594901744158714,34,-0.004999999999999999,89,0
3400,100,-1.917137233239392,34,-0.006176470588235292,99,0
4080,120,-3.9354189668321538,34,-0.005588235294117646,118,0
4760,140,-4.050418966832146,34,-0.004999999999999999,138,0
5780,170,-4.203948378596713,34,-0.004999999999999999,167,0
6800,200,-6.176539261437483,34,-0.004705882352941176,197,0
8500,250,-6.415656908496089,34,-0.003529411764705883,246,0
10200,300,-6.52998835140755,34,-0.005588235294117646,294,0
13600,400,-6.013237203697826,34,-0.004411764705882353,392,0
17000,500,-4.449694018558454,34,0.059346711586636465,490,0
20400,600,-0.9771927635257097,34,-1.261198072005311,588,0
23800,700,4.387456474259372,34,-0.2564014204324585,687,0
27200,800,-5.143819765355586,34,-1.0662062208110834,785,0
30600,900,-6.101219676402428,34,0.8489308383863057,884,0
34000,1000,-6.876031384632441,34,-0.004705882352941176,983,0
40800,1200,-18.966793670137335,34,-0.025437470585901775,1180,0
47600,1400,-20.436545592391305,34,-0.004999999999999999,1373,0
57800,1700,-24.372493558792907,34,1.1259152365024139,1667,0
68000,2000,-25.986487693536223,34,-0.0038235294117647065,1954,0
85000,2500,-14.411194837972586,34,-0.005882352941176469,2441,0
102000,3000,-17.50953864119854,34,-0.9469119188202623,2921,0
136000,4000,-45.14063016532837,34,-0.00411764705882353,3887,0
170000,5000,-29.73515693822775,34,-1.8825045567676173,4871,0
204000,6000,-50.75220175689581,34,-0.005294117647058822,5846,0
238000,7000,-29.718801831866177,34,-0.23617634509996574,6826,0
272000,8000,-65.29604942400357,34,-0.006764705882352938,7802,0
306000,9000,-69.232349437603,34,2.149255565545579,8766,0
340000,10000,-95.40606606736392,34,-0.005882352941176469,9742,0
