steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
26,1,-0.005,26,-0.005,1,0
52,2,-0.009999999999999997,26,-0.005,2,0
78,3,-0.014999999999999993,26,-0.005,3,0
104,4,-0.01961538461538462,26,-0.004615384615384616,4,0
130,5,-0.02653846153846157,26,-0.0069230769230769216,5,0
156,6,-0.03192307692307697,26,-0.005384615384615384,6,0
182,7,-0.03615384615384622,26,-0.0042307692307692315,7,0
208,8,-0.04038461538461546,26,-0.0042307692307692315,8,0
234,9,-0.045000000000000095,26,-0.004615384615384616,9,0
260,10,-0.050769230769230886,26,-0.005769230769230769,10,0
312,12,-0.060384615384615536,26,-0.005769230769230769,12,0
364,14,-0.07307692307692328,26,-0.005769230769230769,14,0
442,17,-0.08769230769230794,26,-0.005384615384615384,17,0
520,20,-0.10307692307692339,26,-0.003461538461538462,20,0
650,25,-1.0467571152873447,26,-0.004615384615384616,25,0
780,30,-0.214625416916427,26,1.2159982407953092,30,0
1040,40,0.7472575076108294,26,-0.005384615384615384,40,0
1300,50,0.731319271173767,26,0.4627990603871086,49,0
1560,60,2.6493943194566922,26,0.06429433979593181,59,0
1820,70,6.395751576225324,26,0.05694560887945499,68,0
2080,80,8.587858753284358,26,-0.0042307692307692315,78,0
2340,90,3.7093595312133107,26,0.7123277318491643,88,0
2600,100,7.803195861007714,26,-0.26391612252621244,98,0
3120,120,5.893158931728019,26,-0.6703439907289335,118,0
3640,140,3.917304638954565,26,-0.0042307692307692315,137,0
4420,170,1.714404085031401,26,-0.01859201372463668,167,0
5200,200,5.431278772027865,26,-0.026184771744275782,195,0
6500,250,7.4151054638168965,26,1.7666379331134507,245,0
7800,300,1.5505397787776913,26,0.6698121785750586,295,0
10400,400,-6.9539696431626306,26,-0.2350566320820292,393,0
13000,500,-8.005309910339285,26,-0.006153846153846153,488,0
15600,600,-10.755443418846125,26,-0.005,584,0
18200,700,-10.585623721822962,26,-0.0069230769230769216,680,0
20800,800,-12.66333210430188,26,-0.004615384615384616,774,0
23400,900,-16.050799928108578,26,-0.003846153846153847,872,0
26000,1000,-12.698123480872262,26,-0.006153846153846153,968,0
31200,1200,-7.119134710540202,26,0.13166877279381747,1165,0
36400,1400,-16.840909639864346,26,-1.1706991341530153,1359,0
44200,1700,0.9797647915747227,26,-0.9555013334560594,1647,0
52000,2000,-10.913625625455662,26,0.7480813501878834,1939,0
65000,2500,-20.846658946352946,26,-0.005,2424,0
78000,3000,-26.575251322377923,26,-0.005384615384615384,2891,0
104000,4000,-48.784589790599775,26,-0.006538461538461537,3855,0
130000,5000,-62.62823982143271,26,-0.003846153846153847,4803,0
156000,6000,-84.93536202022715,26,-0.005,5764,0
182000,7000,-96.31455467132344,26,-0.007307692307692306,6638,0
208000,8000,-98.3167128072284,26,-0.005,7608,0
234000,9000,-115.32280248272154,26,-0.005,8583,0
260000,10000,-118.01860889512965,26,-0.004615384615384616,9549,0
