steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
33,1,30.931808442313933,33,30.931808442313933,32.0,32.0
66,2,62.574298634571136,33,31.642490192257217,64.0,32.0
105,3,99.47850036246957,39,36.90420172789846,102.0,38.0
139,4,130.60717115144112,34,31.128670788971533,135.0,38.0
171,5,161.83434321524155,32,31.227172063800396,166.0,38.0
207,6,197.2755079851078,36,35.44116476986631,201.0,38.0
238,7,227.42193223161402,31,30.146424246506232,231.0,38.0
272,8,259.14826841157947,34,31.72633617996549,264.0,38.0
306,9,294.702235557361,34,35.553967145781556,297.0,38.0
339,10,326.59050823552775,33,31.888272678166725,329.0,38.0
413,12,397.4951452138511,36,35.816585711825,401.0,38.0
494,14,479.73153662537,44,42.98213629084924,480.0,43.0
648,17,631.744801244539,32,31.185304809175342,631.0,60.0
755,20,736.6815908988499,40,40.32825838691961,735.0,60.0
1116,25,1093.9801569853014,109,109.50506327366179,1091.0,108.0
2565,30,2557.187066632213,324,326.4600673514555,2535.0,395.0
11818,40,11836.191365937704,814,795.425123681494,11786.0,1001.0
15859,50,15857.176515791449,724,719.6282231168567,15818.0,1001.0
22733,60,22713.556691026577,269,260.075980158459,22687.0,1001.0
25987,70,25961.231203386382,220,217.47020830238412,25931.0,1001.0
28521,80,28478.39279169057,262,260.4539535166903,28455.0,1001.0
32295,90,32243.187825964123,277,271.28645539533704,32219.0,1001.0
40779,100,40724.23336364439,1001,1011.6688522639063,40701.0,1001.0
60014,120,59928.90777196085,1001,1004.5102920640312,59935.0,1001.0
70266,140,70143.01222122947,37,36.159952770076416,70176.0,1001.0
85147,170,85038.04915505263,530,533.4718550601859,85035.0,1001.0
103028,200,102921.78107192881,32,30.32738581540707,102896.0,1001.0
118870,250,118791.11506491025,329,329.281786264155,118698.0,1001.0
153267,300,153133.16751750276,706,706.9260133789434,153072.0,1001.0
217242,400,217083.30655472528,192,189.4356888160089,216987.0,1001.0
291136,500,290870.8875982711,1001,992.8138958028215,290834.0,1001.0
358710,600,358324.1816808677,1001,986.2910301988429,358359.0,1001.0
437787,700,437236.77777864813,1001,1011.7644762685466,437395.0,1001.0
518333,800,517807.4083119317,1001,992.755405918999,517894.0,1001.0
597347,900,596907.8184665259,175,172.28205429300405,596866.0,1001.0
675953,1000,675458.7723889438,1001,993.4844514984076,675431.0,1001.0
