steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
38,1,-0.005526315789473681,38,-0.005526315789473681,1,0
76,2,-0.010263157894736835,38,-0.004736842105263156,2,0
114,3,-0.015263157894736831,38,-0.0049999999999999975,3,0
152,4,-0.01973684210526317,38,-0.004473684210526314,4,0
190,5,-0.024473684210526356,38,-0.004736842105263156,4,0
228,6,-0.02921052631578954,38,-0.004736842105263156,5,0
266,7,0.09401425057179397,38,0.12322477688758351,6,0
304,8,0.004587281406892976,38,-0.08942696916490102,7,0
342,9,-0.44536806263355183,38,-0.4499553440404448,8,0
380,10,-0.4506312205282889,38,-0.005263157894736839,9,0
456,12,-0.3253979836348776,38,0.13128586847235918,11,0
532,14,-0.33592429942435176,38,-0.0049999999999999975,13,0
646,17,0.11070762813456922,38,-0.005789473684210523,16,0
760,20,2.444608176533625,38,1.5026591421741822,19,0
950,25,3.5005982859176488,38,1.0012222817807785,24,0
1140,30,1.8309327249153784,38,-0.004473684210526314,29,0
1520,40,-0.3350921755990825,38,-0.003684210526315788,38,0
1900,50,2.869819405665486,38,1.3789834531221659,48,0
2280,60,1.0255302714926238,38,-0.8696072823669054,57,0
2660,70,3.521574480315567,38,0.04859603421600067,67,0
3040,80,3.025365690399526,38,-0.0031578947368421043,77,0
3420,90,6.819173010531285,38,1.4507719161609243,87,0
3800,100,4.444655949901689,38,-0.8974497731415251,97,0
4560,120,5.037508702240702,38,0.5045459017177234,117,0
5320,140,2.3185879164077656,38,-0.3323984858079914,136,0
6460,170,-2.873733625926556,38,-0.0049999999999999975,164,0
7600,200,-2.7084313700384994,38,-0.004210526315789472,193,0
9500,250,-2.96290505424893,38,-0.004736842105263156,241,0
11400,300,-3.2468524226698756,38,-0.005789473684210523,291,0
15200,400,-3.7776418963538863,38,-0.006052631578947365,388,0
19000,500,-4.35422084372209,38,-0.003421052631578946,481,0
22800,600,-5.571026865360286,38,-0.005526315789473681,574,0
26600,700,-5.067722941192335,38,-0.005263157894736839,668,0
30400,800,-5.048760958208592,38,-0.5298799177737155,765,0
34200,900,-8.559555986114281,38,-0.00394736842105263,861,0
38000,1000,-12.35040731724378,38,-0.004736842105263156,960,0
45600,1200,-18.107074230628054,38,-0.006578947368421049,1154,0
53200,1400,-19.471261851122325,38,-0.0073684210526315744,1345,0
64600,1700,-26.66360348627168,38,-0.00394736842105263,1629,0
76000,2000,-36.73909858189883,38,-0.004736842105263156,1919,0
95000,2500,-39.36182748251926,38,-0.005789473684210523,2404,0
114000,3000,-10.319732320971868,38,1.1552211181183478,2887,0
152000,4000,-33.6936153390562,38,-0.005789473684210523,3856,0
