steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.0,1,0.0,1.0
2,2,0.0,1,0.0,2.0
3,3,0.0,1,0.0,3.0
4,4,0.0,1,0.0,4.0
5,5,0.003,1,0.003,4.9
6,6,0.006,1,0.003,5.800000000000001
7,7,0.012,1,0.006,6.6000000000000005
8,8,0.012,1,0.0,7.6000000000000005
9,9,0.012,1,0.0,8.600000000000001
10,10,0.012,1,0.0,9.600000000000001
12,12,0.039,1,0.0,10.700000000000001
14,14,0.063,1,0.024,11.9
17,17,0.11099999999999999,1,0.0,13.299999999999999
20,20,0.11099999999999999,1,0.0,16.299999999999997
25,25,0.129,1,0.0,20.699999999999996
30,30,0.159,1,0.006,24.699999999999996
40,40,0.216,1,0.0,32.8
50,50,0.30600000000000005,1,0.024,39.800000000000004
60,60,0.3660000000000001,1,0.0,47.800000000000004
70,70,0.41400000000000015,1,0.015,56.2
80,80,0.4860000000000002,1,0.03,63.800000000000004
90,90,0.4920000000000002,1,0.0,73.60000000000001
100,100,0.5790000000000003,1,0.03,80.7
120,120,0.8310000000000005,1,0.009000000000000001,92.3
140,140,1.2420000000000004,1,0.0,98.59999999999998
170,170,1.9499999999999986,1,0.03,104.99999999999989
200,200,2.7059999999999964,1,0.03,109.79999999999987
250,250,3.9839999999999893,1,0.018000000000000002,117.19999999999986
300,300,5.366999999999999,1,0.006,121.09999999999985
400,400,8.073000000000015,1,0.03,130.89999999999984
500,500,10.460999999999983,1,0.015,151.29999999999987
600,600,13.091999999999938,1,0.027,163.59999999999982
700,700,15.848999999999887,1,0.03,171.69999999999987
800,800,18.62399999999998,1,0.024,179.19999999999982
900,900,21.303000000000083,1,0.006,189.89999999999975
1000,1000,24.045000000000186,1,0.03,198.49999999999972
1200,1200,29.15400000000038,1,0.03,228.1999999999997
1400,1400,34.37100000000058,1,0.03,254.2999999999997
1700,1700,42.33600000000088,1,0.03,288.7999999999998
2000,2000,50.44200000000119,1,0.03,318.6000000000002
2500,2500,63.36600000000168,1,0.03,387.8000000000008
3000,3000,76.29300000000217,1,0.003,456.900000000002
4000,4000,103.07400000000318,1,0.03,564.2000000000038
5000,5000,128.68800000000408,1,0.03,710.4000000000061
6000,6000,155.21400000000304,1,0.03,826.200000000008
7000,7000,181.16400000000124,1,0.03,961.2000000000113
8000,8000,207.92399999999938,1,0.03,1069.200000000009
9000,9000,234.3989999999981,1,0.024,1186.7000000000028
10000,10000,261.1709999999925,1,0.03,1294.2999999999975
