steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,38.57018697838196,34,38.57018697838196,33.0,33.0
68,2,71.1601609478568,34,32.589973969474826,66.0,33.0
102,3,113.78635981648901,34,42.62619886863221,99.0,33.0
136,4,145.4588906346145,34,31.672530818125534,132.0,33.0
168,5,169.63557176279613,32,24.176681128181656,163.0,33.0
203,6,213.6680292413975,35,44.03245747860137,197.0,34.0
236,7,245.55550285712633,33,31.887473615728837,229.0,34.0
268,8,279.1248353190933,32,33.56933246196706,260.0,34.0
311,9,329.0388805084605,43,49.914045189367265,302.0,42.0
351,10,364.14760933027816,40,35.108728821817905,341.0,42.0
429,12,437.44926601283703,37,31.87237802500325,417.0,42.0
512,14,511.1351824275223,46,33.17466500461226,498.0,45.0
710,17,703.8799301340356,31,31.92819114132205,693.0,110.0
805,20,798.4712541234338,31,27.358046712345864,785.0,110.0
1253,25,1254.181565165963,172,190.29587564606322,1228.0,171.0
1809,30,1800.8171379188818,79,79.02779524271016,1779.0,177.0
3842,40,3814.8282063844254,224,197.5898223840264,3802.0,248.0
5998,50,5909.884000879122,210,212.51719118890358,5948.0,252.0
8564,60,8516.940331968432,302,296.67438268011773,8504.0,301.0
11653,70,11673.787155943026,416,429.0662736097165,11583.0,415.0
14967,80,14973.830369272593,391,379.66598456742736,14887.0,613.0
18032,90,18060.817180003505,480,495.55163034483314,17942.0,613.0
22457,100,22516.38436446387,572,557.9152482537967,22357.0,671.0
36280,120,36463.02520105604,1001,1050.7353554316217,36169.0,1001.0
53198,140,53425.70222372177,1001,1017.6138849185121,53082.0,1001.0
74584,170,74638.53287093817,1001,992.2701564904633,74451.0,1001.0
98949,200,99002.18832700055,1001,984.658340112104,98805.0,1001.0
143992,250,144157.71723541577,1001,969.1919901360662,143836.0,1001.0
189069,300,189295.95279286886,1001,1027.6057914647902,188905.0,1001.0
274782,400,274854.48668545415,269,264.524093364891,274584.0,1001.0
356649,500,356924.1746349021,1001,1032.4229145581976,356407.0,1001.0
443018,600,443527.7990825685,293,281.4220217115626,442715.0,1001.0
515829,700,516228.8217838647,960,876.364352406743,515480.0,1001.0
567515,800,567518.9036499388,1001,1005.3392243215457,567091.0,1001.0
636810,900,636696.07133889,1001,945.8195484369787,636329.0,1001.0
719182,1000,718601.8389024413,1001,981.050833290505,718667.0,1001.0
