steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
69,2,67.0,37,36.0,67.0,36.0
104,3,101.0,35,34.0,101.0,36.0
136,4,132.0,32,31.0,132.0,36.0
168,5,163.0,32,31.0,163.0,36.0
202,6,196.0,34,33.0,196.0,36.0
238,7,231.0,36,35.0,231.0,36.0
268,8,260.0,30,29.0,260.0,36.0
298,9,289.0,30,29.0,289.0,36.0
331,10,321.0,33,32.0,321.0,36.0
404,12,392.0,31,30.0,392.0,41.0
479,14,465.0,38,37.0,465.0,41.0
690,17,673.0,134,133.0,673.0,133.0
828,20,808.0,74,73.0,808.0,133.0
1078,25,1053.0,86,85.0,1053.0,133.0
1309,30,1279.0,35,34.0,1279.0,133.0
2456,40,2416.0,117,116.0,2416.0,272.0
5055,50,5005.0,386,385.0,5005.0,394.0
8570,60,8510.0,331,330.0,8510.0,394.0
12077,70,12007.0,360,359.0,12007.0,394.0
16427,80,16347.0,771,770.0,16347.0,770.0
19783,90,19693.0,229,228.0,19693.0,770.0
23655,100,23555.0,583,582.0,23555.0,803.0
37949,120,37835.0,1001,1001.0,37835.0,1001.0
55301,140,55183.0,1001,1001.0,55183.0,1001.0
81864,170,81731.0,355,354.0,81731.0,1001.0
105719,200,105573.0,183,182.0,105573.0,1001.0
145252,250,145088.0,397,396.0,145088.0,1001.0
177763,300,177571.0,275,274.0,177571.0,1001.0
254623,400,254361.0,1001,1001.0,254361.0,1001.0
334752,500,334442.0,525,524.0,334442.0,1001.0
408598,600,408219.0,1001,1001.0,408219.0,1001.0
479852,700,479420.0,156,155.0,479420.0,1001.0
546358,800,545866.0,492,491.0,545866.0,1001.0
621354,900,620810.0,772,771.0,620810.0,1001.0
704999,1000,704413.0,1001,1001.0,704413.0,1001.0
