steps,episode,total_return,episode_len,episode_return,total_regret
70,1,10.0,70,10.0,0.0
140,2,4.0,70,-6.0,2.0
210,3,20.0,70,16.0,4.0
280,4,28.0,70,8.0,6.0
350,5,48.0,70,20.0,6.0
420,6,48.0,70,0.0,8.0
490,7,42.0,70,-6.0,8.0
560,8,28.0,70,-14.0,8.0
630,9,24.0,70,-4.0,10.0
700,10,14.0,70,-10.0,12.0
840,12,36.0,70,14.0,12.0
980,14,22.0,70,-14.0,14.0
1190,17,16.0,70,-10.0,20.0
1400,20,12.0,70,4.0,26.0
1750,25,40.0,70,2.0,32.0
2100,30,20.0,70,-4.0,38.0
2800,40,22.0,70,-8.0,44.0
3500,50,10.0,70,4.0,50.0
4200,60,0.0,70,-4.0,64.0
4900,70,36.0,70,2.0,74.0
5600,80,70.0,70,8.0,82.0
6300,90,30.0,70,-16.0,90.0
7000,100,52.0,70,6.0,98.0
8400,120,82.0,70,-2.0,120.0
9800,140,72.0,70,20.0,136.0
11900,170,-20.0,70,12.0,170.0
14000,200,42.0,70,-2.0,208.0
17500,250,-36.0,70,-14.0,274.0
21000,300,-48.0,70,4.0,334.0
28000,400,66.0,70,4.0,432.0
35000,500,16.0,70,-6.0,536.0
42000,600,40.0,70,14.0,624.0
49000,700,44.0,70,0.0,714.0
56000,800,-38.0,70,-14.0,808.0
63000,900,52.0,70,-4.0,898.0
70000,1000,40.0,70,-2.0,984.0
84000,1200,94.0,70,0.0,1204.0
98000,1400,32.0,70,-12.0,1400.0
119000,1700,104.0,70,-14.0,1684.0
140000,2000,-34.0,70,-6.0,1966.0
175000,2500,72.0,70,-2.0,2446.0
210000,3000,90.0,70,-6.0,2942.0
280000,4000,598.0,70,8.0,3920.0
350000,5000,422.0,70,4.0,4968.0
