steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
34,1,33.0,34,33.0,33.0,33.0
71,2,69.0,37,36.0,69.0,36.0
106,3,103.0,35,34.0,103.0,36.0
140,4,136.0,34,33.0,136.0,36.0
175,5,170.0,35,34.0,170.0,36.0
204,6,198.0,29,28.0,198.0,36.0
240,7,233.0,36,35.0,233.0,36.0
272,8,264.0,32,31.0,264.0,36.0
306,9,297.0,34,33.0,297.0,36.0
342,10,332.0,36,35.0,332.0,36.0
411,12,399.0,35,34.0,399.0,36.0
485,14,471.0,39,38.0,471.0,38.0
628,17,611.0,62,61.0,611.0,61.0
761,20,741.0,49,48.0,741.0,61.0
980,25,955.0,37,36.0,955.0,61.0
1278,30,1248.0,89,88.0,1248.0,88.0
2478,40,2438.0,108,107.0,2438.0,185.0
4837,50,4787.0,302,301.0,4787.0,323.0
9955,60,9896.0,908,907.0,9896.0,1001.0
14984,70,14915.0,708,707.0,14915.0,1001.0
17173,80,17094.0,204,203.0,17094.0,1001.0
21488,90,21399.0,354,353.0,21399.0,1001.0
26911,100,26812.0,600,599.0,26812.0,1001.0
41637,120,41525.0,1001,1001.0,41525.0,1001.0
57126,140,57007.0,180,179.0,57007.0,1001.0
78726,170,78595.0,146,145.0,78595.0,1001.0
101642,200,101500.0,1001,1001.0,101500.0,1001.0
145146,250,144983.0,1001,1001.0,144983.0,1001.0
181692,300,181498.0,462,461.0,181498.0,1001.0
254833,400,254589.0,225,224.0,254589.0,1001.0
324262,500,323965.0,1001,1001.0,323965.0,1001.0
405043,600,404710.0,520,519.0,404710.0,1001.0
456926,700,456518.0,1001,1001.0,456518.0,1001.0
506506,800,506010.0,800,799.0,506010.0,1001.0
576816,900,576261.0,1001,1001.0,576261.0,1001.0
633675,1000,633062.0,894,893.0,633062.0,1001.0
