steps,episode,total_return,episode_len,episode_return,total_regret
90,1,-16.0,90,-16.0,2.0
180,2,-8.0,90,8.0,2.0
270,3,-20.0,90,-12.0,2.0
360,4,-2.0,90,18.0,2.0
450,5,-2.0,90,0.0,4.0
540,6,4.0,90,6.0,6.0
630,7,10.0,90,6.0,6.0
720,8,22.0,90,12.0,6.0
810,9,14.0,90,-8.0,6.0
900,10,12.0,90,-2.0,8.0
1080,12,28.0,90,16.0,8.0
1260,14,40.0,90,14.0,8.0
1530,17,52.0,90,0.0,12.0
1800,20,48.0,90,-10.0,14.0
2250,25,62.0,90,-6.0,18.0
2700,30,46.0,90,-12.0,22.0
3600,40,32.0,90,-8.0,32.0
4500,50,26.0,90,-12.0,42.0
5400,60,32.0,90,-8.0,46.0
6300,70,22.0,90,-4.0,50.0
7200,80,6.0,90,-2.0,52.0
8100,90,18.0,90,4.0,58.0
9000,100,-52.0,90,-12.0,68.0
10800,120,-104.0,90,-2.0,92.0
12600,140,-102.0,90,-4.0,108.0
15300,170,-146.0,90,-2.0,140.0
18000,200,-178.0,90,-4.0,172.0
22500,250,-258.0,90,-10.0,226.0
27000,300,-312.0,90,8.0,270.0
36000,400,-312.0,90,14.0,368.0
45000,500,-426.0,90,-2.0,458.0
54000,600,-392.0,90,-2.0,554.0
63000,700,-494.0,90,14.0,646.0
72000,800,-664.0,90,-12.0,744.0
81000,900,-492.0,90,2.0,846.0
90000,1000,-482.0,90,-10.0,932.0
108000,1200,-442.0,90,10.0,1112.0
126000,1400,-286.0,90,-4.0,1290.0
153000,1700,-360.0,90,4.0,1608.0
180000,2000,-528.0,90,2.0,1876.0
225000,2500,-690.0,90,10.0,2362.0
270000,3000,-390.0,90,-34.0,2826.0
360000,4000,-388.0,90,2.0,3770.0
450000,5000,-104.0,90,6.0,4590.0
540000,6000,-506.0,90,8.0,5692.0
630000,7000,-264.0,90,-10.0,6654.0
720000,8000,-678.0,90,-6.0,7708.0
810000,9000,-874.0,90,0.0,8780.0
900000,10000,-526.0,90,10.0,9872.0
