steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
32,1,31.0,32,31.0,31.0,31.0
69,2,67.0,37,36.0,67.0,36.0
102,3,99.0,33,32.0,99.0,36.0
135,4,131.0,33,32.0,131.0,36.0
167,5,162.0,32,31.0,162.0,36.0
204,6,198.0,37,36.0,198.0,36.0
238,7,231.0,34,33.0,231.0,36.0
270,8,262.0,32,31.0,262.0,36.0
305,9,296.0,35,34.0,296.0,36.0
338,10,328.0,33,32.0,328.0,36.0
408,12,396.0,36,35.0,396.0,36.0
484,14,470.0,38,37.0,470.0,37.0
694,17,677.0,41,40.0,677.0,135.0
828,20,808.0,44,43.0,808.0,135.0
1182,25,1157.0,61,60.0,1157.0,135.0
1621,30,1591.0,125,124.0,1591.0,135.0
4398,40,4358.0,260,259.0,4358.0,867.0
10688,50,10640.0,611,610.0,10640.0,1001.0
16938,60,16882.0,800,799.0,16882.0,1001.0
21393,70,21327.0,360,359.0,21327.0,1001.0
24396,80,24320.0,338,337.0,24320.0,1001.0
28216,90,28130.0,417,416.0,28130.0,1001.0
34145,100,34049.0,769,768.0,34049.0,1001.0
50150,120,50037.0,785,784.0,50037.0,1001.0
65798,140,65676.0,1001,1001.0,65676.0,1001.0
88624,170,88487.0,134,133.0,88487.0,1001.0
103696,200,103534.0,1001,1001.0,103534.0,1001.0
140418,250,140230.0,999,998.0,140230.0,1001.0
158258,300,158033.0,232,231.0,158033.0,1001.0
224067,400,223782.0,1001,1001.0,223782.0,1001.0
300119,500,299786.0,306,305.0,299786.0,1001.0
371312,600,370923.0,1001,1001.0,370923.0,1001.0
435849,700,435394.0,1001,1001.0,435394.0,1001.0
497265,800,496750.0,1001,1001.0,496750.0,1001.0
580560,900,579997.0,31,30.0,579997.0,1001.0
659202,1000,658599.0,1001,1001.0,658599.0,1001.0
