steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
35,1,-33.6380975566644,35,-33.6380975566644,34.0,34.0
72,2,-5.464006535687545,37,28.174091020976846,70.0,36.0
111,3,-57.020905229827235,39,-51.55689869413969,108.0,38.0
234,4,134.64294315924815,123,191.6638483890755,230.0,122.0
320,5,146.43669572888092,86,11.793752569632863,315.0,122.0
486,6,426.0467538637299,166,279.6100581348492,480.0,165.0
677,7,655.5219325774137,191,229.47517871368373,670.0,190.0
730,8,763.6440213711569,53,108.12208879374329,722.0,190.0
785,9,782.2646166779289,55,18.620595306772223,776.0,190.0
873,10,903.1122111478311,88,120.84759446990245,863.0,190.0
1010,12,1057.7563661183453,70,187.21360100160362,998.0,190.0
1165,14,1245.2524557661002,85,90.8379586760361,1151.0,190.0
1449,17,1816.6470771520137,113,232.38031877500032,1432.0,190.0
1764,20,2503.851415821813,81,134.5899560633049,1744.0,190.0
2221,25,3088.8486234945685,124,213.03454575600654,2196.0,190.0
2657,30,3668.556874949968,65,147.27176521024091,2627.0,190.0
3897,40,4611.466677358625,141,387.72400963619975,3857.0,211.0
7258,50,7719.360740789732,676,667.7812498273037,7208.0,675.0
13187,60,12446.885354235248,256,387.88171675340647,13129.0,1001.0
16278,70,15045.53723828639,708,319.86876302435303,16210.0,1001.0
20009,80,18092.709472498005,204,0.328012213448698,19931.0,1001.0
22682,90,20424.664410509133,178,25.51677508288705,22594.0,1001.0
25394,100,23319.261221819615,188,239.47257330239003,25296.0,1001.0
31579,120,30460.291544310523,369,53.93422530971699,31461.0,1001.0
41284,140,40715.84085192734,899,1202.2114487746535,41147.0,1001.0
58239,170,55494.3726569859,496,854.2303187624341,58074.0,1001.0
79230,200,74117.97015189931,1001,558.2937604524627,79043.0,1001.0
109870,250,106755.56202515186,1001,1324.4527725999385,109647.0,1001.0
137662,300,134718.01557917777,377,766.98302789314,137402.0,1001.0
206874,400,206877.69725907638,1001,903.1915053101528,206548.0,1001.0
258843,500,257216.70717310975,1001,1278.2808787978404,258443.0,1001.0
