steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
73,1,55.55723567804979,73,55.55723567804979,72.0,72.0
107,2,145.53837972694024,34,89.98114404889046,105.0,72.0
237,3,368.8528704624296,130,223.31449073548916,234.0,129.0
281,4,445.31646536285916,44,76.46359490042948,277.0,129.0
312,5,442.9182590749005,31,-2.3982062879587698,307.0,129.0
348,6,310.4632220604804,36,-132.45503701442027,342.0,129.0
382,7,333.7453287964541,34,23.282106735973592,375.0,129.0
412,8,294.6219504857017,30,-39.12337831075254,404.0,129.0
443,9,294.3967389448478,31,-0.22521154085384862,434.0,129.0
491,10,274.5713222659877,48,-19.825416678860215,481.0,129.0
613,12,350.98626430333115,92,67.05720091048931,601.0,129.0
753,14,588.35245298509,95,144.99838480464322,739.0,129.0
948,17,793.5573620718162,39,46.96254033572782,931.0,129.0
1083,20,753.1524989657238,35,45.3360035352151,1063.0,129.0
1454,25,1474.3418768016086,125,407.2983924187124,1429.0,129.0
1810,30,1516.150085715541,46,34.869656217103504,1780.0,129.0
2431,40,2165.75650644627,39,101.35728798286895,2391.0,129.0
2968,50,2617.061479684698,61,-8.153376062363616,2918.0,129.0
3613,60,3242.264886913465,57,30.03670778491696,3553.0,129.0
4167,70,4217.817776588078,51,132.7648934346134,4097.0,129.0
4859,80,4225.193782026381,67,-54.88628832691863,4779.0,129.0
5804,90,4687.928316026759,137,38.873055635664606,5714.0,155.0
6909,100,5737.723417146734,111,119.55833900084198,6809.0,155.0
8944,120,8615.718483211693,40,69.5706807700002,8824.0,166.0
11571,140,10858.818605713597,164,50.34630179711164,11431.0,166.0
15773,170,15217.662020805055,154,313.44514236384805,15603.0,236.0
20905,200,19338.05842940811,208,112.67251048944144,20705.0,236.0
27052,250,25544.43034352195,158,82.63836849263984,26802.0,236.0
33488,300,33020.59263824924,133,117.03521041065619,33188.0,236.0
46686,400,48173.82862893575,206,419.8696295966243,46286.0,343.0
62644,500,65285.992914036324,128,110.58081074980801,62144.0,343.0
74432,600,77457.09918070708,136,20.369765949382987,73832.0,343.0
85842,700,90051.64528071677,115,100.05237734509977,85142.0,343.0
97980,800,101798.37218174073,131,280.52005954214377,97180.0,343.0
110935,900,113732.1643837115,147,247.74983309716845,110035.0,343.0
123757,1000,126952.5058278229,129,20.984217384299637,122757.0,343.0
